id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class_raw,sub_depth,class,time,mc_window,tc_years,mc_window_index,time_dt,is_mainshock,cluster_id
1,1513-01-01T00:00:00,-72.3,-17.21,30.0,8.7,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,42.1423606873,slab_interface,1513-01-01T00:00:00,8.3,386.9924709103354,0,,True,0
3,1543-01-01T00:00:00,-70.8,-19.0,47.04,8.7,mw,,,,0.6,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,35.7434310913,slab_interface,1543-01-01T00:00:00,8.3,386.9924709103354,0,,True,0
7,1570-02-08T05:00:00,-73.5,-36.75,35.8,8.3,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,23.4220485687,slab_interface,1570-02-08T05:00:00,8.3,386.9924709103354,0,,True,0
18,1604-11-24T18:30:00,-71.9,-17.4,35.0,8.7,mw,,,,0.6,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,47.0885658264,slab_interface,1604-11-24T18:30:00,8.3,386.9924709103354,0,,True,0
24,1647-05-14T02:30:00,-72.0,-33.0,30.0,8.4,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,21.6819496155,slab_interface,1647-05-14T02:30:00,8.3,386.9924709103354,0,,True,0
39,1730-07-08T10:00:00,-71.63,-33.05,33.36,9.1,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,32.8768424988,slab_interface,1730-07-08T10:00:00,8.3,386.9924709103354,0,1730-07-08 10:00:00+00:00,True,0
43,1751-05-25T05:30:00,-73.03,-36.83,35.49,8.5,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,35.0675544739,slab_interface,1751-05-25T05:30:00,8.3,386.9924709103354,0,1751-05-25 05:30:00+00:00,True,0
77,1819-04-11T15:00:00,-71.45,-27.85,55.21,8.5,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,17.0310707092,slab_interface,1819-04-11T15:00:00,8.3,386.9924709103354,0,1819-04-11 15:00:00+00:00,True,0
81,1822-11-20T02:30:00,-71.93,-32.55,33.36,8.3,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,22.5020484924,slab_interface,1822-11-20T02:30:00,8.3,386.9924709103354,0,1822-11-20 02:30:00+00:00,True,0
97,1835-02-20T15:30:00,-73.35,-36.13,35.49,8.5,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,22.6144161224,slab_interface,1835-02-20T15:30:00,8.3,386.9924709103354,0,1835-02-20 15:30:00+00:00,True,0
100,1837-11-07T11:30:00,-74.35,-43.15,52.22,8.8,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,24.582868576,slab_interface,1837-11-07T11:30:00,8.3,386.9924709103354,0,1837-11-07 11:30:00+00:00,True,0
132,1868-08-13T16:45:00,-72.15,-17.15,45.0,9.0,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,49.2589683533,slab_interface,1868-08-13T16:45:00,8.3,386.9924709103354,0,1868-08-13 16:45:00+00:00,True,0
153,1877-05-10T02:16:00,-70.47,-20.65,47.92,8.8,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,29.9515972137,slab_interface,1877-05-10T02:16:00,8.3,386.9924709103354,0,1877-05-10 02:16:00+00:00,True,0
185,1905-04-26T21:43:00,-70.0,-21.0,60.0,6.8,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,45.3821334839,slab_interface,1905-04-26T21:43:00,6.8,49.99863107460644,1,1905-04-26 21:43:00+00:00,True,45
189,1906-08-17T00:40:00,-72.0,-33.0,25.0,8.2,mw,,,,0.6,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,21.6819496155,slab_interface,1906-08-17T00:40:00,6.8,49.99863107460644,1,1906-08-17 00:40:00+00:00,True,6
195,1906-12-26T05:53:20,-70.607,-19.551,35.0,6.9,mw,,,18.7,0.21,,,,,,,,,,,,,ISC-GEM,,slab_interface,34.3277778625,slab_interface,1906-12-26T05:53:20,6.8,49.99863107460644,1,1906-12-26 05:53:20+00:00,True,38
205,1909-06-08T05:46:37,-70.502,-26.154,35.0,7.7,mw,,,20.1,0.58,,,,,,,,,,,,,ISC-GEM,,slab_interface,39.8185501099,slab_interface,1909-06-08T05:46:37,6.8,49.99863107460644,1,1909-06-08 05:46:37+00:00,True,13
207,1910-09-06T20:03:02,-70.699,-27.421,35.0,6.9,mw,,,6.5,0.2,,,,,,,,,,,,,ISC-GEM,,slab_interface,38.9113273621,slab_interface,1910-09-06T20:03:02,6.8,49.99863107460644,1,1910-09-06 20:03:02+00:00,True,39
208,1910-10-04T23:00:06,-70.15,-22.2,40.0,7.2,mw,,,,0.2,,,,,,,,,,,,,CERESIS-GEM,,slab_interface,37.4834098816,slab_interface,1910-10-04T23:00:06,6.8,49.99863107460644,1,1910-10-04 23:00:06+00:00,True,24
