time_iso,mag,class,id,longitude,latitude
1990-03-29 23:30:30+00:00,5.3,intra_slab,12649,-72.298,-34.187
1990-04-04 05:47:11+00:00,5.5,slab_deep,12656,-72.974,-16.179
1990-04-09 09:45:31+00:00,5.4,slab_deep,12672,-68.368,-21.47
1990-05-14 21:34:09+00:00,6.1,slab_deep,12808,-71.34,-35.89
1990-05-17 01:02:47+00:00,5.6,intra_slab,12828,-72.257,-30.244
1990-05-17 11:03:34+00:00,5.7,slab_deep,12827,-69.71,-17.9
1990-05-21 11:19:03+00:00,5.2,slab_deep,12840,-71.526,-34.63
1990-06-14 23:04:33+00:00,5.3,slab_deep,12931,-69.409,-30.15
1990-06-18 19:03:04+00:00,5.3,slab_deep,12961,-68.49,-21.92
1990-06-22 11:48:51+00:00,5.5,slab_deep,12983,-69.3,-19.59
1990-06-29 06:31:30+00:00,5.3,slab_deep,13017,-68.83,-28.66
1990-07-07 17:08:47+00:00,5.5,intra_slab,13073,-71.935,-29.865
1990-07-16 14:51:37+00:00,5.9,slab_deep,13143,-70.013,-32.532
1990-07-23 23:08:32+00:00,5.2,slab_deep,13191,-69.305,-22.735
1990-07-24 05:34:51+00:00,5.4,slab_deep,13199,-68.726,-22.911
1990-08-02 00:09:48+00:00,5.3,intra_slab,13262,-71.736,-31.817
1990-08-02 05:24:14+00:00,6.0,intra_slab,13261,-72.2,-32.14
1990-08-15 13:23:37+00:00,5.3,slab_deep,13361,-69.308,-18.902
1990-08-15 13:23:46+00:00,5.3,slab_deep,13362,-69.33,-18.43
1990-08-26 21:31:29+00:00,5.3,slab_deep,13432,-69.715,-21.595
1990-08-28 08:58:13+00:00,5.2,intra_slab,13444,-70.63,-19.99
1990-09-04 23:15:18+00:00,5.7,slab_deep,13485,-68.66,-30.92
1990-09-07 16:09:29+00:00,5.4,slab_deep,13499,-66.74,-24.29
1990-09-28 14:17:10+00:00,5.2,slab_deep,13598,-66.602,-26.348
1990-09-29 23:10:34+00:00,5.4,slab_deep,13600,-68.287,-20.788
1990-09-30 13:08:39+00:00,5.3,intra_slab,13605,-71.501,-30.762
1990-10-10 01:00:12+00:00,6.5,slab_deep,13653,-66.6,-19.43
1990-10-16 23:14:09+00:00,5.3,slab_deep,13689,-67.402,-28.132
1990-10-21 03:43:02+00:00,5.2,slab_deep,13710,-69.272,-17.362
1990-12-07 02:24:31+00:00,5.3,slab_deep,13909,-66.543,-27.804
1990-12-19 17:01:14+00:00,5.3,intra_slab,13969,-73.16,-16.768
1990-12-19 22:01:22+00:00,5.2,slab_deep,13970,-67.626,-29.132
1990-12-27 16:08:41+00:00,5.4,intra_slab,14018,-70.18,-22.42
1991-01-01 08:27:31+00:00,5.3,slab_deep,14049,-69.305,-28.694
1991-01-14 11:36:59+00:00,5.2,slab_deep,14133,-70.664,-35.039
1991-01-16 01:40:34+00:00,5.5,slab_deep,14148,-68.638,-20.132
1991-01-16 22:58:56+00:00,5.4,slab_deep,14149,-69.71,-23.181
1991-01-18 09:03:38+00:00,5.2,slab_deep,14162,-67.639,-24.45
1991-01-19 00:39:40+00:00,5.2,slab_deep,14168,-70.155,-25.683
1991-01-29 10:12:22+00:00,5.3,intra_slab,14213,-72.05,-33.361
1991-02-21 06:54:08+00:00,5.2,slab_deep,14390,-71.037,-37.779
1991-03-01 14:04:47+00:00,5.6,intra_slab,14437,-70.129,-19.775
1991-03-08 12:05:25+00:00,5.6,slab_deep,14482,-69.995,-24.551
1991-03-14 20:44:11+00:00,5.3,slab_deep,14527,-68.576,-21.724
1991-03-15 18:51:08+00:00,5.2,slab_deep,14533,-68.61,-28.86
1991-03-30 21:41:27+00:00,5.5,slab_deep,14625,-69.076,-23.25
1991-05-10 22:07:51+00:00,5.3,slab_deep,14897,-69.1,-18.387
1991-05-17 14:25:50+00:00,5.6,slab_deep,14964,-70.591,-36.573
1991-05-24 20:51:03+00:00,6.8,slab_deep,15016,-70.68,-16.69
1991-05-30 09:06:29+00:00,5.3,slab_deep,15063,-68.34,-23.6
1991-06-03 05:05:17+00:00,5.5,intra_slab,15075,-74.948,-40.038
1991-06-09 12:56:19+00:00,5.3,slab_deep,15100,-69.273,-17.873
1991-06-16 01:48:37+00:00,5.4,intra_slab,15142,-70.873,-26.049
1991-07-09 05:54:13+00:00,5.4,slab_deep,15248,-68.93,-20.79
1991-07-24 03:27:56+00:00,5.2,intra_slab,15323,-73.83,-16.14
1991-08-18 21:52:07+00:00,5.6,intra_slab,15486,-71.61,-32.047
1991-08-21 16:03:26+00:00,5.4,intra_slab,15498,-72.101,-30.689
1991-08-27 11:46:23+00:00,5.4,intra_slab,15543,-73.04,-16.57
1991-08-27 11:58:30+00:00,5.4,slab_deep,15544,-68.67,-21.24
1991-08-31 16:43:47+00:00,5.4,slab_deep,15578,-68.311,-22.425
1991-08-31 19:38:30+00:00,5.3,intra_slab,15579,-72.233,-29.96
1991-09-15 22:56:26+00:00,5.8,slab_deep,15669,-69.96,-31.58
1991-10-25 12:42:11+00:00,5.2,intra_slab,15946,-71.91,-28.554
1991-10-27 16:17:35+00:00,5.4,slab_deep,15963,-67.53,-22.11
1991-10-31 15:31:48+00:00,5.3,intra_slab,15997,-71.264,-29.603
1991-11-20 14:20:35+00:00,5.2,intra_slab,16142,-71.675,-32.807
1991-11-20 22:42:17+00:00,5.2,slab_deep,16143,-66.039,-22.489
1991-12-01 22:41:23+00:00,5.4,slab_deep,16227,-69.55,-32.03
1991-12-15 18:56:11+00:00,5.9,slab_deep,16319,-70.37,-17.53
1991-12-24 14:52:56+00:00,5.2,intra_slab,16365,-70.764,-18.711
1992-01-01 05:38:44+00:00,5.3,slab_deep,16419,-69.586,-19.238
1992-01-27 09:53:06+00:00,5.7,slab_deep,16532,-68.07,-21.17
1992-02-06 03:14:56+00:00,5.6,intra_slab,16607,-74.518,-40.416
1992-02-11 23:56:10+00:00,5.2,slab_deep,16647,-67.459,-22.625
1992-02-28 09:14:15+00:00,5.8,slab_deep,16765,-69.56,-24.21
1992-04-03 06:07:40+00:00,5.6,slab_deep,16961,-69.621,-28.966
1992-04-16 18:33:10+00:00,5.8,slab_deep,17027,-68.92,-20.3
1992-04-29 09:04:33+00:00,5.2,slab_deep,17088,-69.313,-27.61
1992-05-09 00:20:57+00:00,5.4,slab_deep,17157,-69.456,-18.363
1992-05-17 20:42:43+00:00,5.7,slab_deep,17204,-68.763,-21.87
1992-05-22 01:20:43+00:00,5.6,intra_slab,17307,-72.42,-33.84
1992-05-26 01:23:38+00:00,5.3,slab_deep,17349,-67.318,-21.084
1992-06-04 21:44:39+00:00,5.2,slab_deep,17412,-71.089,-35.134
1992-06-12 11:50:20+00:00,5.6,slab_deep,17478,-68.193,-23.887
1992-06-16 12:56:21+00:00,5.4,slab_deep,17528,-68.044,-22.639
1992-07-15 20:20:16+00:00,5.3,slab_deep,17738,-69.796,-21.602
1992-07-23 13:58:22+00:00,5.4,slab_deep,17796,-71.222,-32.865
1992-07-28 13:27:38+00:00,5.6,slab_deep,17835,-69.042,-19.837
1992-08-14 20:09:01+00:00,5.2,slab_deep,17943,-65.11,-30.91
1992-08-18 05:03:13+00:00,5.4,slab_deep,17966,-68.631,-21.012
1992-08-20 13:37:16+00:00,5.2,slab_deep,17975,-68.95,-25.9
1992-08-21 00:34:35+00:00,5.4,slab_deep,17980,-69.278,-22.962
1992-08-21 04:53:04+00:00,5.5,slab_deep,17979,-71.205,-34.044
1992-09-03 22:23:22+00:00,5.4,intra_slab,18083,-74.047,-16.843
1992-09-04 13:44:17+00:00,5.5,intra_slab,18087,-71.359,-32.302
1992-09-14 11:51:30+00:00,5.2,slab_deep,18148,-69.182,-19.084
1992-10-01 08:18:52+00:00,5.5,intra_slab,18261,-74.96,-39.04
1992-10-13 07:59:02+00:00,5.2,slab_deep,18329,-67.556,-28.343
1992-10-25 14:56:14+00:00,5.2,slab_deep,18408,-70.534,-31.004
1992-10-26 17:50:30+00:00,5.4,slab_deep,18415,-68.228,-19.055
1992-10-29 14:39:20+00:00,5.3,intra_slab,18440,-71.29,-29.5
1992-11-17 04:24:23+00:00,5.3,intra_slab,18585,-71.63,-30.85
1992-11-20 01:45:28+00:00,5.3,slab_deep,18609,-66.19,-22.72
1992-11-28 03:13:38+00:00,6.4,intra_slab,18669,-72.08,-31.59
1992-12-04 23:58:07+00:00,5.4,slab_deep,18714,-68.468,-21.42
1992-12-15 00:40:16+00:00,5.2,intra_slab,18804,-73.414,-16.658
1992-12-29 20:31:48+00:00,5.4,slab_deep,18893,-67.15,-31.55
1993-01-11 10:49:11+00:00,5.2,slab_deep,18997,-69.537,-20.737
1993-02-24 22:21:44+00:00,5.6,slab_deep,19262,-68.45,-25.18
1993-02-27 00:29:01+00:00,5.5,slab_deep,19287,-71.546,-39.075
1993-03-15 16:08:58+00:00,6.7,intra_slab,19372,-70.918,-26.708
1993-03-30 05:24:03+00:00,5.8,slab_deep,19481,-67.28,-21.98
1993-04-18 08:28:48+00:00,5.5,slab_deep,19606,-69.44,-18.353
1993-05-11 16:25:07+00:00,5.7,intra_slab,19760,-70.45,-24.71
1993-05-24 23:51:28+00:00,7.0,slab_deep,19839,-66.88,-23.45
1993-05-26 00:27:06+00:00,5.6,intra_slab,19860,-72.002,-30.442
1993-06-04 15:29:58+00:00,5.3,slab_deep,19929,-69.399,-24.207
1993-06-08 23:17:47+00:00,6.3,slab_deep,19978,-69.13,-31.62
1993-06-26 22:08:06+00:00,5.6,slab_deep,20076,-68.693,-24.281
1993-07-03 16:43:34+00:00,5.2,slab_deep,20129,-69.903,-23.974
1993-07-04 04:22:04+00:00,5.5,intra_slab,20136,-71.301,-29.01
1993-07-11 13:36:32+00:00,6.6,intra_slab,20196,-70.56,-25.31
1993-07-11 20:09:39+00:00,5.6,slab_deep,20197,-68.162,-23.254
1993-07-15 21:45:40+00:00,5.2,slab_deep,20221,-68.89,-20.242
1993-07-17 01:35:45+00:00,5.7,intra_slab,20237,-71.58,-30.03
1993-07-31 21:29:01+00:00,5.3,slab_deep,20321,-65.862,-31.215
1993-08-03 07:17:04+00:00,5.7,slab_deep,20331,-66.92,-24.213
1993-08-03 12:08:00+00:00,5.2,intra_slab,20332,-72.082,-29.903
1993-08-06 08:18:19+00:00,5.4,slab_deep,20355,-69.973,-33.215
1993-08-11 21:53:47+00:00,5.2,slab_deep,20376,-69.006,-17.751
1993-09-10 19:46:56+00:00,5.6,slab_deep,20541,-66.747,-27.861
1993-10-19 04:02:30+00:00,6.0,slab_deep,20759,-65.69,-22.12
1993-10-24 05:48:17+00:00,5.2,slab_deep,20779,-68.894,-21.203
1993-10-30 17:59:08+00:00,5.8,slab_deep,20823,-68.16,-31.77
1993-11-14 01:59:26+00:00,5.8,slab_deep,20926,-68.74,-22.63
1993-12-04 23:16:59+00:00,5.6,intra_slab,21056,-72.22,-33.57
1993-12-09 14:47:00+00:00,5.4,intra_slab,21095,-71.066,-28.128
1993-12-18 11:41:26+00:00,5.2,intra_slab,21144,-72.27,-32.794
1994-01-09 12:43:38+00:00,5.3,slab_deep,21235,-69.59,-16.913
1994-01-28 01:52:16+00:00,5.6,slab_deep,21309,-69.048,-19.56
1994-02-04 21:06:11+00:00,5.4,slab_deep,21331,-68.359,-21.806
1994-02-06 10:20:18+00:00,5.3,slab_deep,21336,-68.994,-16.797
1994-02-11 00:48:49+00:00,5.4,intra_slab,21353,-71.3,-18.96
1994-03-14 09:04:37+00:00,5.4,slab_deep,21443,-68.747,-19.022
1994-03-21 06:24:39+00:00,5.2,slab_deep,21467,-68.391,-20.182
1994-04-28 16:44:54+00:00,5.6,intra_slab,21583,-74.756,-39.312
1994-05-10 01:49:12+00:00,5.9,intra_slab,21630,-70.72,-19.97
1994-05-22 02:57:19+00:00,5.5,slab_deep,21675,-66.94,-24.76
1994-05-30 01:55:19+00:00,5.2,intra_slab,21698,-72.068,-28.366
1994-07-09 03:47:01+00:00,5.4,intra_slab,21882,-73.084,-16.694
1994-07-14 22:09:34+00:00,5.2,slab_deep,21897,-73.43,-16.14
1994-07-17 06:00:57+00:00,5.2,slab_deep,21915,-69.371,-18.956
1994-08-02 01:51:25+00:00,5.4,slab_deep,21966,-67.0,-24.25
1994-08-23 17:33:27+00:00,5.5,slab_deep,22046,-70.623,-18.073
1994-09-02 04:54:30+00:00,5.2,slab_deep,22095,-66.704,-21.079
1994-10-11 01:37:25+00:00,5.7,intra_slab,22306,-71.91,-32.22
1994-10-20 01:15:20+00:00,5.9,slab_deep,22341,-70.8,-39.19
1994-10-20 13:26:05+00:00,5.6,slab_deep,22342,-68.166,-21.34
1994-10-21 20:43:11+00:00,5.2,intra_slab,22347,-71.965,-18.842
1994-10-28 20:59:25+00:00,5.3,slab_deep,22368,-70.206,-33.306
1994-11-23 13:57:59+00:00,5.3,slab_deep,22475,-67.468,-22.492
1994-12-10 03:39:37+00:00,6.0,intra_slab,22559,-71.14,-23.5
1994-12-12 07:42:02+00:00,6.2,slab_deep,22567,-69.66,-17.44
1994-12-21 23:56:22+00:00,5.3,slab_deep,22606,-68.43,-22.034
