time_iso,mag,class,id,longitude,latitude
2001-01-06 05:11:13+00:00,4.7,intraarc,36246,-71.643,-40.434
2001-02-01 05:07:42+00:00,5.3,intraarc,36454,-71.207,-36.417
2001-02-17 05:37:29+00:00,4.9,intraarc,36577,-67.665,-21.912
2001-02-22 12:43:07+00:00,4.7,intraarc,36614,-68.811,-23.878
2001-03-15 11:06:20+00:00,5.2,intraarc,36743,-69.558,-34.821
2001-03-19 22:32:22+00:00,5.2,intraarc,36777,-70.839,-37.393
2001-03-26 03:26:26+00:00,4.7,forearc,36819,-71.695,-31.305
2001-04-09 13:51:12+00:00,4.8,forearc,36915,-71.38,-28.831
2001-04-17 01:42:16+00:00,5.6,forearc,37068,-69.6,-20.23
2001-04-18 01:32:55+00:00,5.0,forearc,37083,-73.364,-37.174
2001-05-17 04:41:36+00:00,5.3,forearc,37334,-73.311,-38.652
2001-05-18 04:38:25+00:00,5.1,unclassified,37342,-67.451,-31.834
2001-06-13 04:10:52+00:00,5.0,unclassified,37512,-66.9,-27.69
2001-06-23 20:33:13+00:00,6.7,forearc,37577,-73.538,-16.333
2001-06-23 21:34:07+00:00,5.2,forearc,37592,-71.863,-16.743
2001-06-23 21:35:23+00:00,5.3,forearc,37591,-70.144,-17.323
2001-06-23 21:41:34+00:00,5.4,forearc,37589,-71.054,-17.72
2001-06-24 02:46:12+00:00,5.3,forearc,37639,-72.517,-16.924
2001-06-24 23:33:09+00:00,4.8,forearc,37687,-70.022,-16.844
2001-06-26 05:22:21+00:00,4.7,forearc,37886,-72.6,-16.242
2001-07-02 05:10:27+00:00,4.9,forearc,38063,-70.914,-16.733
2001-07-04 12:09:09+00:00,6.1,unclassified,38087,-65.42,-16.92
2001-07-04 13:00:07+00:00,4.8,unclassified,38089,-65.186,-17.406
2001-07-07 09:38:45+00:00,6.7,forearc,38119,-71.818,-17.498
2001-07-12 12:31:31+00:00,4.7,intraarc,38295,-69.159,-18.186
2001-07-15 10:08:42+00:00,4.7,forearc,38319,-71.177,-29.662
2001-07-18 12:09:49+00:00,5.0,forearc,38352,-69.528,-21.135
2001-07-24 05:00:16+00:00,6.3,intraarc,38398,-69.18,-19.44
2001-07-24 17:39:45+00:00,4.9,forearc,38401,-69.244,-19.893
2001-08-04 05:37:03+00:00,5.0,intraarc,38519,-69.295,-26.31
2001-08-06 06:43:59+00:00,4.9,forearc,38540,-69.243,-19.541
2001-08-12 00:16:32+00:00,5.1,forearc,38602,-70.39,-16.47
2001-09-12 14:32:24+00:00,5.0,forearc,38810,-72.061,-35.531
2001-10-07 11:04:35+00:00,5.0,unclassified,38963,-65.455,-25.909
2001-10-12 04:21:37+00:00,5.3,unclassified,39011,-69.04,-33.16
2001-10-12 04:33:03+00:00,4.8,intraarc,39015,-69.727,-33.345
2001-10-13 00:31:22+00:00,5.2,forearc,39055,-70.794,-17.289
2001-11-09 08:51:53+00:00,5.0,unclassified,39408,-65.898,-17.612
2001-11-14 07:48:36+00:00,4.8,intraarc,39469,-71.4,-36.275
2001-11-24 11:14:20+00:00,5.1,unclassified,39586,-67.214,-33.346
2001-12-08 18:06:02+00:00,5.0,forearc,39809,-71.659,-33.777
2001-12-14 01:17:54+00:00,5.3,unclassified,39942,-67.837,-31.726
2001-12-18 09:16:28+00:00,5.2,unclassified,40014,-66.717,-32.038
2001-12-23 09:32:18+00:00,5.4,forearc,40090,-74.1,-16.77
2001-12-29 20:44:26+00:00,4.9,forearc,40179,-70.64,-25.575
2002-01-05 12:02:55+00:00,5.2,unclassified,40264,-68.486,-33.37
2002-01-10 23:25:51+00:00,5.2,intraarc,40339,-72.654,-45.743
2002-01-14 15:36:32+00:00,5.6,intraarc,40400,-68.6,-19.22
2002-01-18 02:38:08+00:00,5.0,unclassified,40457,-68.016,-28.527
2002-01-19 04:23:21+00:00,4.9,unclassified,40468,-65.197,-30.507
2002-02-07 06:07:23+00:00,5.2,forearc,40716,-72.411,-17.019
2002-02-24 14:44:13+00:00,5.3,forearc,40927,-70.82,-16.38
2002-03-25 23:13:55+00:00,4.7,intraarc,41319,-68.178,-22.606
2002-04-14 15:11:10+00:00,4.8,intraarc,41538,-67.076,-24.205
2002-04-22 23:37:57+00:00,5.0,unclassified,41625,-71.716,-55.361
2002-04-22 23:37:58+00:00,4.7,unclassified,41627,-70.908,-55.291
2002-05-04 22:56:30+00:00,4.7,forearc,41784,-72.72,-38.307
2002-05-15 05:32:15+00:00,4.8,forearc,41949,-70.777,-27.741
2002-05-23 16:56:49+00:00,5.0,forearc,42062,-71.431,-30.812
2002-05-28 04:04:28+00:00,6.0,unclassified,42139,-66.81,-29.15
2002-06-18 15:54:03+00:00,4.7,intraarc,42337,-69.268,-31.618
2002-06-18 15:54:05+00:00,5.2,unclassified,42336,-68.885,-31.642
2002-07-02 20:21:05+00:00,5.5,unclassified,42460,-68.19,-31.43
2002-07-04 14:31:21+00:00,5.0,forearc,42470,-71.085,-17.276
2002-07-09 12:42:46+00:00,4.9,unclassified,42518,-67.729,-28.439
2002-07-12 01:10:11+00:00,4.9,unclassified,42542,-68.518,-29.652
2002-07-22 06:39:17+00:00,4.9,intraarc,42628,-68.809,-26.176
2002-08-16 03:29:26+00:00,5.0,forearc,42840,-68.529,-34.778
2002-08-22 02:44:47+00:00,4.7,unclassified,42901,-67.641,-31.255
2002-09-22 12:59:09+00:00,5.0,intraarc,43169,-67.306,-21.24
2002-10-01 22:12:48+00:00,4.8,intraarc,43263,-68.087,-20.969
2002-12-04 21:03:03+00:00,5.0,unclassified,43932,-67.597,-30.056
2002-12-04 21:03:07+00:00,4.9,unclassified,43933,-68.0,-30.4
2002-12-15 15:24:12+00:00,4.8,forearc,44036,-69.846,-19.131
2003-01-02 06:08:01+00:00,4.7,forearc,44238,-71.916,-30.534
2003-01-13 23:59:36+00:00,5.4,unclassified,44380,-68.656,-33.465
2003-01-23 01:16:13+00:00,5.2,unclassified,44470,-68.004,-28.256
2003-02-18 03:54:30+00:00,4.7,unclassified,44727,-65.444,-23.831
