id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class_raw,sub_depth,class,time,mc_window,tc_years,mc_window_index,time_dt,is_mainshock,cluster_id
8477,1987-03-06T07:06:55,-69.7,-23.53,41.0,6.0,mw,0.3,0.17,0.0,,113.0,24.0,-177.0,20.0,89.0,-66.0,1.5e+16,-5.63e+17,5.4800000000000006e+17,-2.95e+17,-1.303e+18,-3.23e+17,GCMT,,forearc,56.6271820068,forearc,1987-03-06T07:06:55,5.8,11.000684462696784,4,1987-03-06 07:06:55+00:00,True,56
8475,1987-03-06T09:39:56,-70.031,-24.055,44.4,6.2,mw,,,5.3,0.1,168.0,80.0,68.0,54.0,24.0,154.0,8.76e+17,3.34e+17,-1.21e+18,6.82e+17,-2.169e+18,-7.03e+17,ISC-GEM,,forearc,46.509803772,forearc,1987-03-06T09:39:56,5.8,11.000684462696784,4,1987-03-06 09:39:56+00:00,True,40
9347,1987-08-08T15:48:53,-70.052,-19.185,19.0,6.4,mw,,,,,176.0,20.0,-87.0,353.0,70.0,-91.0,-4.515e+19,-1.025e+19,5.54e+19,7.74e+18,-5.982e+19,-7.08e+18,ISC,,forearc,61.5139503479,forearc,1987-08-08T15:48:53,5.8,11.000684462696784,4,1987-08-08 15:48:53+00:00,True,30
10231,1987-12-28T08:16:20,-70.633,-28.162,33.0,6.1,mw,,,,,20.0,31.0,114.0,173.0,62.0,76.0,6.36e+17,1.464e+17,-7.824e+17,1.131e+17,-4.449e+17,-8.97e+16,ISC,,forearc,49.3428192139,forearc,1987-12-28T08:16:20,5.8,11.000684462696784,4,1987-12-28 08:16:20+00:00,True,47
10427,1988-02-05T14:01:16,-70.56,-24.93,17.2,7.2,mw,0.01,0.01,0.7,,353.0,17.0,82.0,181.0,73.0,92.0,3.606e+19,1.25e+18,-3.73e+19,-1.76e+18,-5.517e+19,1.8e+18,GCMT,,forearc,34.461101532,forearc,1988-02-05T14:01:16,5.8,11.000684462696784,4,1988-02-05 14:01:16+00:00,True,5
10821,1988-05-21T14:28:49,-71.57,-32.92,15.0,6.1,mw,0.09,0.05,0.0,,64.0,4.0,159.0,175.0,89.0,87.0,1.62e+17,-1.3500000000000002e+17,-2.7e+16,1.85e+17,-1.81e+18,-1.23e+17,GCMT,,forearc,36.3765449524,forearc,1988-05-21T14:28:49,5.8,11.000684462696784,4,1988-05-21 14:28:49+00:00,True,48
11230,1988-08-03T07:52:26,-72.732,-16.552,10.0,5.8,mw,,,,,,,,,,,,,,,,,USGS,,forearc,55.0968704224,forearc,1988-08-03T07:52:26,5.8,11.000684462696784,4,1988-08-03 07:52:26+00:00,True,66
11262,1988-08-17T11:34:55,-71.18,-26.72,15.0,6.1,mw,0.07,0.06,0.0,,49.0,11.0,156.0,163.0,85.0,80.0,3.28e+17,-2.5e+16,-3.03e+17,5.16e+17,-1.437e+18,-2.35e+17,GCMT,,forearc,17.329366684,forearc,1988-08-17T11:34:55,5.8,11.000684462696784,4,1988-08-17 11:34:55+00:00,True,49
12706,1990-04-21T18:54:52,-73.303,-36.985,11.9,6.3,mw,,,,,352.0,17.0,80.0,183.0,73.0,93.0,3.555e+17,2.45e+16,-3.8e+17,-3.99e+16,-5.435e+17,1.29e+16,USGS,,forearc,29.0535297394,forearc,1990-04-21T18:54:52,5.8,11.000684462696784,4,1990-04-21 18:54:52+00:00,True,36
23787,1995-07-30T10:35:39,-70.715,-24.359,10.7,6.2,mw,,,,,,,,,,,,,,,,,USGS,,forearc,27.1697616577,forearc,1995-07-30T10:35:39,5.8,11.000684462696784,4,1995-07-30 10:35:39+00:00,True,41
