job,key,calc_id,sources,gmm,trunc,site_params,n_realizations
c_is_raw,6d3b3866,235,"{""is-raw-is"": ""dc_method-none_dc_methods-gk74none""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",3.0,{},3
c_is_ref,65fdc89e,161,"{""is-ref-is"": ""ref""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",3.0,{},3
c_is_regime,88f6b184,194,"{""is-regime-is"": ""catalog_depth-regime""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",3.0,{},3
c_is_sd_fit57,0da669db,188,"{""is-sd_fit57-is"": ""mmin_fit_by_class-slab_deep5.7intra_slab5.6""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",3.0,{},3
c_is_sd_fit60,b3d150b7,189,"{""is-sd_fit60-is"": ""mmin_fit_by_class-slab_deep6.0intra_slab5.6""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",3.0,{},3
c_is_slab_deep,7e5d0186,225,"{""is-ref-is_slab_deep"": ""ref""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",3.0,{},3
c_is_smooth_all,fad11b27,230,"{""is-smooth_all-is"": ""smooth_events-complete""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",3.0,{},3
c_is_smooth_cv,678fbde5,231,"{""is-smooth_cv-is"": ""kernel_cv-True_smooth_events-complete""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",3.0,{},3
c_is_tr20,6af74b22,205,"{""is-ref-is"": ""ref""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",2.0,{},3
c_is_tr25,36e61502,206,"{""is-ref-is"": ""ref""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",2.5,{},3
c_is_tr40,9d48ff75,207,"{""is-ref-is"": ""ref""}","{""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""]}",4.0,{},3
disagg,89ddc85a,229,"{""if-mmin55-full__seis__tgr"": ""mmin_haz-5.5"", ""is-ref-is"": ""ref"", ""cr-ref-phi050__mobs__tgr"": ""ref"", ""cr-ref-phi050__mobs__tap"": ""ref"", ""cr-ref-phi050__mgeo__tgr"": ""ref"", ""cr-ref-phi050__mgeo__tap"": ""ref"", ""cr-ref-phi075__mobs__tgr"": ""ref"", ""cr-ref-phi075__mobs__tap"": ""ref"", ""cr-ref-phi075__mgeo__tgr"": ""ref"", ""cr-ref-phi075__mgeo__tap"": ""ref"", ""cr-ref-phi100__mobs__tgr"": ""ref"", ""cr-ref-phi100__mobs__tap"": ""ref"", ""cr-ref-phi100__mgeo__tgr"": ""ref"", ""cr-ref-phi100__mgeo__tap"": ""ref""}","{""Subduction Interface"": [""AbrahamsonGulerce2020SInter"", ""ParkerEtAl2020SInter"", ""KuehnEtAl2020SInter""], ""Subduction IntraSlab"": [""AbrahamsonGulerce2020SSlab"", ""ParkerEtAl2020SSlab"", ""MontalvaEtAl2017SSlab""], ""Active Shallow Crust"": [""AbrahamsonEtAl2014"", ""BooreEtAl2014"", ""CampbellBozorgnia2014"", ""ChiouYoungs2014""]}",3.0,{},432
