site,imt,return_period,family,axis,iml_ref,lo,hi,row_lo,row_hi,range
iquique,PGA,475,intraslab,smoothing neighbours 10 / 50,1.2013948297785708,-0.8567742588929783,0.7256693610945941,nn10,nn50,1.5824436199875724
iquique,PGA,475,intraslab,pattern from all complete events / + calibrated kernel,1.2013948297785708,-2.2345675031256396,1.5553605070550702e-07,smooth_cv,smooth_all,2.2345676586616903
iquique,PGA,475,intraslab,kernel gaussian / cut-off 200 km,1.2013948297785708,-2.0287744026900367,0.0,gauss,dmax200,2.0287744026900367
iquique,PGA,475,intraslab,rupture scaling: Allen & Hayes,1.2013948297785708,-2.6088942039089735,0.0,msr_ah,msr_ah,2.6088942039089735
iquique,PGA,475,intraslab,rupture aspect ratio 2,1.2013948297785708,-0.5124420410600905,0.0,asp20,asp20,0.5124420410600905
iquique,PGA,475,intraslab,rupture dip 45 / 90,1.2013948297785708,-1.7587832733623188,1.8695157570048027,dip45,dip90,3.6282990303671214
iquique,PGA,475,intraslab,sources from M5.5,1.2013948297785708,0.0,1.3060909243023389e-06,mmin55,mmin55,1.3060909243023389e-06
iquique,PGA,475,intraslab,GMM (single vs tree),1.2013948297785708,-17.74597508264586,19.896327510152577,gmm_mv,gmm_pk,37.64230259279844
iquique,PGA,475,crustal,faults vs no faults,1.2013948297785708,-0.44239779362854614,0.0,nofaults,nofaults,0.44239779362854614
iquique,PGA,475,crustal,buffer margin 0 / 20 km,1.2013948297785708,-0.020629262533267134,0.09862251371477448,margin20,margin0,0.11925177624804162
iquique,PGA,475,crustal,cap and fault Mmin 6.5,1.2013948297785708,-0.06929196737269772,0.0,cap65,cap65,0.06929196737269772
iquique,PGA,475,crustal,declustering,1.2013948297785708,0.0,0.0006048049842055647,dc_gruenthal,dc_gruenthal,0.0006048049842055647
iquique,PGA,475,crustal,no declustering (full catalog),1.2013948297785708,0.0,0.008551216176422294,raw,raw,0.008551216176422294
iquique,PGA,475,crustal,classification tolerance -5 / +5 km,1.2013948297785708,-0.0025570060210866608,0.0020901579924625935,cls_p5,cls_m5,0.004647164013549254
iquique,PGA,475,crustal,default-depth events to interface,1.2013948297785708,-0.002253439744548391,0.0,cls_fix,cls_fix,0.002253439744548391
iquique,PGA,475,crustal,background Mmax 7.5,1.2013948297785708,0.0,0.025289971733366556,mmax75,mmax75,0.025289971733366556
iquique,PGA,475,crustal,GMM (single vs tree),1.2013948297785708,-0.13960144488111004,0.24087022356220622,gmm_cy,gmm_cb,0.38047166844331626
iquique,PGA,475,all,truncation 2.5 / 4.0,1.2013948297785708,-5.0001774456276955,3.1107316375704297,tr25,tr40,8.110909083198125
iquique,PGA,475,all,truncation 2.0,1.2013948297785708,-13.331325302750518,0.0,tr20,tr20,13.331325302750518
iquique,PGA,475,all,"numerics: mesh 5 km, point-source distance 100 km",1.2013948297785708,0.0,0.5694888780966911,num,num,0.5694888780966911
iquique,PGA,475,all,"no declustering, all families",1.2013948297785708,-5.918590875784169,0.0,raw,raw,5.918590875784169
iquique,PGA,475,all,"classification tolerance -5 / +5 km, all families",1.2013948297785708,-2.9982733520118376,2.943314616539472,cls_p5,cls_m5,5.9415879685513096
