X,Y
-71.550491824,-33.942479032
-71.550491824,-33.950479032
-71.550491824,-33.958479032
-71.550491824,-33.966479032
-71.550491824,-33.974479032
-71.550491824,-33.982479032
-71.550491824,-33.990479032
-71.542491824,-33.766479032
-71.542491824,-33.774479032
-71.542491824,-33.782479032
-71.542491824,-33.790479032
-71.542491824,-33.798479032
-71.542491824,-33.806479032
-71.542491824,-33.814479032
-71.542491824,-33.822479032
-71.542491824,-33.830479032
-71.542491824,-33.838479032
-71.542491824,-33.846479032
-71.542491824,-33.854479032
-71.542491824,-33.862479032
-71.542491824,-33.870479032
-71.542491824,-33.878479032
-71.542491824,-33.886479032
-71.542491824,-33.894479032
-71.542491824,-33.902479032
-71.542491824,-33.910479032
-71.542491824,-33.918479032
-71.542491824,-33.926479032
-71.542491824,-33.934479032
-71.542491824,-33.942479032
-71.542491824,-33.950479032
-71.542491824,-33.958479032
-71.542491824,-33.966479032
-71.542491824,-33.974479032
-71.542491824,-33.982479032
-71.542491824,-33.990479032
-71.534491824,-33.766479032
-71.534491824,-33.774479032
-71.534491824,-33.782479032
-71.534491824,-33.790479032
-71.534491824,-33.798479032
-71.534491824,-33.806479032
-71.534491824,-33.814479032
-71.534491824,-33.822479032
-71.534491824,-33.830479032
-71.534491824,-33.838479032
-71.534491824,-33.846479032
-71.534491824,-33.854479032
-71.534491824,-33.862479032
-71.534491824,-33.870479032
-71.534491824,-33.878479032
-71.534491824,-33.886479032
-71.534491824,-33.894479032
-71.534491824,-33.902479032
-71.534491824,-33.910479032
-71.534491824,-33.918479032
-71.534491824,-33.926479032
-71.534491824,-33.934479032
-71.534491824,-33.942479032
-71.534491824,-33.950479032
-71.534491824,-33.958479032
-71.534491824,-33.966479032
-71.534491824,-33.974479032
-71.534491824,-33.982479032
-71.534491824,-33.990479032
-71.526491824,-33.766479032
-71.526491824,-33.774479032
-71.526491824,-33.782479032
-71.526491824,-33.790479032
-71.526491824,-33.798479032
-71.526491824,-33.806479032
-71.526491824,-33.814479032
-71.526491824,-33.822479032
-71.526491824,-33.830479032
-71.526491824,-33.838479032
-71.526491824,-33.846479032
-71.526491824,-33.854479032
-71.526491824,-33.862479032
-71.526491824,-33.870479032
-71.526491824,-33.878479032
-71.526491824,-33.886479032
-71.526491824,-33.894479032
-71.526491824,-33.902479032
-71.526491824,-33.910479032
-71.526491824,-33.918479032
-71.526491824,-33.926479032
-71.526491824,-33.934479032
-71.526491824,-33.942479032
-71.526491824,-33.950479032
-71.526491824,-33.958479032
-71.526491824,-33.966479032
-71.526491824,-33.974479032
-71.526491824,-33.982479032
-71.526491824,-33.990479032
-71.518491824,-33.774479032
-71.518491824,-33.782479032
-71.518491824,-33.790479032
-71.518491824,-33.798479032
-71.518491824,-33.806479032
-71.518491824,-33.814479032
-71.518491824,-33.822479032
-71.518491824,-33.830479032
-71.518491824,-33.838479032
-71.518491824,-33.846479032
-71.518491824,-33.854479032
-71.518491824,-33.862479032
-71.518491824,-33.870479032
-71.518491824,-33.878479032
-71.518491824,-33.886479032
-71.518491824,-33.894479032
-71.518491824,-33.902479032
-71.518491824,-33.910479032
-71.518491824,-33.918479032
-71.518491824,-33.926479032
-71.518491824,-33.934479032
-71.518491824,-33.942479032
-71.518491824,-33.950479032
-71.518491824,-33.958479032
-71.518491824,-33.966479032
-71.518491824,-33.974479032
-71.518491824,-33.982479032
-71.518491824,-33.990479032
-71.518491824,-33.998479032
-71.510491824,-33.774479032
-71.510491824,-33.782479032
-71.510491824,-33.790479032
-71.510491824,-33.798479032
-71.510491824,-33.806479032
-71.510491824,-33.814479032
-71.510491824,-33.822479032
-71.510491824,-33.830479032
-71.510491824,-33.838479032
-71.510491824,-33.846479032
-71.510491824,-33.854479032
-71.510491824,-33.862479032
-71.510491824,-33.870479032
-71.510491824,-33.878479032
-71.510491824,-33.886479032
-71.510491824,-33.894479032
-71.510491824,-33.902479032
-71.510491824,-33.910479032
-71.510491824,-33.918479032
-71.510491824,-33.926479032
-71.510491824,-33.934479032
-71.510491824,-33.942479032
-71.510491824,-33.950479032
-71.510491824,-33.958479032
-71.510491824,-33.966479032
-71.510491824,-33.974479032
-71.510491824,-33.982479032
-71.510491824,-33.990479032
-71.510491824,-33.998479032
-71.502491824,-33.766479032
-71.502491824,-33.774479032
-71.502491824,-33.782479032
-71.502491824,-33.790479032
-71.502491824,-33.798479032
-71.502491824,-33.806479032
-71.502491824,-33.814479032
-71.502491824,-33.822479032
-71.502491824,-33.830479032
-71.502491824,-33.838479032
-71.502491824,-33.846479032
-71.502491824,-33.854479032
-71.502491824,-33.862479032
-71.502491824,-33.870479032
-71.502491824,-33.878479032
-71.502491824,-33.886479032
-71.502491824,-33.894479032
-71.502491824,-33.902479032
-71.502491824,-33.910479032
-71.502491824,-33.918479032
-71.502491824,-33.926479032
-71.502491824,-33.934479032
-71.502491824,-33.942479032
-71.502491824,-33.950479032
-71.502491824,-33.958479032
-71.502491824,-33.966479032
-71.502491824,-33.974479032
-71.502491824,-33.982479032
-71.502491824,-33.990479032
-71.502491824,-33.998479032
-71.494491824,-33.766479032
-71.494491824,-33.774479032
-71.494491824,-33.782479032
-71.494491824,-33.790479032
-71.494491824,-33.798479032
-71.494491824,-33.806479032
-71.494491824,-33.814479032
-71.494491824,-33.822479032
-71.494491824,-33.830479032
-71.494491824,-33.838479032
-71.494491824,-33.846479032
-71.494491824,-33.854479032
-71.494491824,-33.862479032
-71.494491824,-33.870479032
-71.494491824,-33.878479032
-71.494491824,-33.886479032
-71.494491824,-33.894479032
-71.494491824,-33.902479032
-71.494491824,-33.910479032
-71.494491824,-33.918479032
-71.494491824,-33.926479032
-71.494491824,-33.934479032
-71.494491824,-33.942479032
-71.494491824,-33.950479032
-71.494491824,-33.958479032
-71.494491824,-33.966479032
-71.494491824,-33.974479032
-71.494491824,-33.982479032
-71.494491824,-33.990479032
-71.494491824,-33.998479032
-71.494491824,-34.006479032
-71.486491824,-33.774479032
-71.486491824,-33.782479032
-71.486491824,-33.790479032
-71.486491824,-33.798479032
-71.486491824,-33.806479032
-71.486491824,-33.814479032
-71.486491824,-33.822479032
-71.486491824,-33.830479032
-71.486491824,-33.838479032
-71.486491824,-33.846479032
-71.486491824,-33.854479032
-71.486491824,-33.862479032
-71.486491824,-33.870479032
-71.486491824,-33.878479032
-71.486491824,-33.886479032
-71.486491824,-33.894479032
-71.486491824,-33.902479032
-71.486491824,-33.910479032
-71.486491824,-33.918479032
-71.486491824,-33.926479032
-71.486491824,-33.934479032
-71.486491824,-33.942479032
-71.486491824,-33.950479032
-71.486491824,-33.958479032
-71.486491824,-33.966479032
-71.486491824,-33.974479032
-71.486491824,-33.982479032
-71.486491824,-33.990479032
-71.486491824,-33.998479032
-71.486491824,-34.006479032
-71.478491824,-33.774479032
-71.478491824,-33.782479032
-71.478491824,-33.790479032
-71.478491824,-33.798479032
-71.478491824,-33.806479032
-71.478491824,-33.814479032
-71.478491824,-33.822479032
-71.478491824,-33.830479032
-71.478491824,-33.838479032
-71.478491824,-33.846479032
-71.478491824,-33.854479032
-71.478491824,-33.862479032
-71.478491824,-33.870479032
-71.478491824,-33.878479032
-71.478491824,-33.886479032
-71.478491824,-33.894479032
-71.478491824,-33.902479032
-71.478491824,-33.910479032
-71.478491824,-33.918479032
-71.478491824,-33.926479032
-71.478491824,-33.934479032
-71.478491824,-33.942479032
-71.478491824,-33.950479032
-71.478491824,-33.958479032
-71.478491824,-33.966479032
-71.478491824,-33.974479032
-71.478491824,-33.982479032
-71.478491824,-33.990479032
-71.478491824,-33.998479032
-71.478491824,-34.006479032
-71.470491824,-33.782479032
-71.470491824,-33.790479032
-71.470491824,-33.798479032
-71.470491824,-33.806479032
-71.470491824,-33.814479032
-71.470491824,-33.822479032
-71.470491824,-33.830479032
-71.470491824,-33.838479032
-71.470491824,-33.846479032
-71.470491824,-33.854479032
-71.470491824,-33.862479032
-71.470491824,-33.870479032
-71.470491824,-33.878479032
-71.470491824,-33.886479032
-71.470491824,-33.894479032
-71.470491824,-33.902479032
-71.470491824,-33.910479032
-71.470491824,-33.918479032
-71.470491824,-33.926479032
-71.470491824,-33.934479032
-71.470491824,-33.942479032
-71.470491824,-33.950479032
-71.470491824,-33.958479032
-71.470491824,-33.966479032
-71.470491824,-33.974479032
-71.470491824,-33.982479032
-71.470491824,-33.990479032
-71.470491824,-33.998479032
-71.470491824,-34.006479032
-71.470491824,-34.014479032
-71.462491824,-33.782479032
-71.462491824,-33.790479032
-71.462491824,-33.798479032
-71.462491824,-33.806479032
-71.462491824,-33.814479032
-71.462491824,-33.822479032
-71.462491824,-33.830479032
-71.462491824,-33.838479032
-71.462491824,-33.846479032
-71.462491824,-33.854479032
-71.462491824,-33.862479032
-71.462491824,-33.870479032
-71.462491824,-33.878479032
-71.462491824,-33.886479032
-71.462491824,-33.894479032
-71.462491824,-33.902479032
-71.462491824,-33.910479032
-71.462491824,-33.918479032
-71.462491824,-33.926479032
-71.462491824,-33.934479032
-71.462491824,-33.942479032
-71.462491824,-33.950479032
-71.462491824,-33.958479032
-71.462491824,-33.966479032
-71.462491824,-33.974479032
-71.462491824,-33.982479032
-71.462491824,-33.990479032
-71.462491824,-33.998479032
-71.462491824,-34.006479032
-71.462491824,-34.014479032
-71.454491824,-33.782479032
-71.454491824,-33.790479032
-71.454491824,-33.798479032
-71.454491824,-33.806479032
-71.454491824,-33.814479032
-71.454491824,-33.822479032
-71.454491824,-33.830479032
-71.454491824,-33.838479032
-71.454491824,-33.846479032
-71.454491824,-33.854479032
-71.454491824,-33.862479032
-71.454491824,-33.870479032
-71.454491824,-33.878479032
-71.454491824,-33.886479032
-71.454491824,-33.894479032
-71.454491824,-33.902479032
-71.454491824,-33.910479032
-71.454491824,-33.918479032
-71.454491824,-33.926479032
-71.454491824,-33.934479032
-71.454491824,-33.942479032
-71.454491824,-33.950479032
-71.454491824,-33.958479032
-71.454491824,-33.966479032
-71.454491824,-33.974479032
-71.454491824,-33.982479032
-71.454491824,-33.990479032
-71.454491824,-33.998479032
-71.454491824,-34.006479032
-71.454491824,-34.014479032
-71.446491824,-33.790479032
-71.446491824,-33.798479032
-71.446491824,-33.806479032
-71.446491824,-33.814479032
-71.446491824,-33.822479032
-71.446491824,-33.830479032
-71.446491824,-33.838479032
-71.446491824,-33.846479032
-71.446491824,-33.854479032
-71.446491824,-33.862479032
-71.446491824,-33.870479032
-71.446491824,-33.878479032
-71.446491824,-33.886479032
-71.446491824,-33.894479032
-71.446491824,-33.902479032
-71.446491824,-33.910479032
-71.446491824,-33.918479032
-71.446491824,-33.926479032
-71.446491824,-33.934479032
-71.446491824,-33.942479032
-71.446491824,-33.950479032
-71.446491824,-33.958479032
-71.446491824,-33.966479032
-71.446491824,-33.974479032
-71.446491824,-33.982479032
-71.446491824,-33.990479032
-71.446491824,-33.998479032
-71.446491824,-34.006479032
-71.446491824,-34.014479032
-71.446491824,-34.022479032
-71.438491824,-33.678479032
-71.438491824,-33.686479032
-71.438491824,-33.790479032
-71.438491824,-33.798479032
-71.438491824,-33.806479032
-71.438491824,-33.814479032
-71.438491824,-33.822479032
-71.438491824,-33.830479032
-71.438491824,-33.838479032
-71.438491824,-33.846479032
-71.438491824,-33.854479032
-71.438491824,-33.862479032
-71.438491824,-33.870479032
-71.438491824,-33.878479032
-71.438491824,-33.886479032
-71.438491824,-33.894479032
-71.438491824,-33.902479032
-71.438491824,-33.910479032
-71.438491824,-33.918479032
-71.438491824,-33.926479032
-71.438491824,-33.934479032
-71.438491824,-33.942479032
-71.438491824,-33.950479032
-71.438491824,-33.958479032
-71.438491824,-33.966479032
-71.438491824,-33.974479032
-71.438491824,-33.982479032
-71.438491824,-33.990479032
-71.438491824,-33.998479032
-71.438491824,-34.006479032
-71.438491824,-34.014479032
-71.438491824,-34.022479032
-71.438491824,-34.030479032
-71.430491824,-33.662479032
-71.430491824,-33.670479032
-71.430491824,-33.678479032
-71.430491824,-33.686479032
-71.430491824,-33.790479032
-71.430491824,-33.798479032
-71.430491824,-33.806479032
-71.430491824,-33.814479032
-71.430491824,-33.822479032
-71.430491824,-33.830479032
-71.430491824,-33.838479032
-71.430491824,-33.846479032
-71.430491824,-33.854479032
-71.430491824,-33.862479032
-71.430491824,-33.870479032
-71.430491824,-33.878479032
-71.430491824,-33.886479032
-71.430491824,-33.894479032
-71.430491824,-33.902479032
-71.430491824,-33.910479032
-71.430491824,-33.918479032
-71.430491824,-33.926479032
-71.430491824,-33.934479032
-71.430491824,-33.942479032
-71.430491824,-33.950479032
-71.430491824,-33.958479032
-71.430491824,-33.966479032
-71.430491824,-33.974479032
-71.430491824,-33.982479032
-71.430491824,-33.990479032
-71.430491824,-33.998479032
-71.430491824,-34.006479032
-71.430491824,-34.014479032
-71.430491824,-34.022479032
-71.430491824,-34.030479032
-71.422491824,-33.654479032
-71.422491824,-33.662479032
-71.422491824,-33.670479032
-71.422491824,-33.678479032
-71.422491824,-33.686479032
-71.422491824,-33.694479032
-71.422491824,-33.702479032
-71.422491824,-33.710479032
-71.422491824,-33.782479032
-71.422491824,-33.790479032
-71.422491824,-33.798479032
-71.422491824,-33.806479032
-71.422491824,-33.814479032
-71.422491824,-33.822479032
-71.422491824,-33.830479032
-71.422491824,-33.838479032
-71.422491824,-33.846479032
-71.422491824,-33.854479032
-71.422491824,-33.862479032
-71.422491824,-33.870479032
-71.422491824,-33.878479032
-71.422491824,-33.886479032
-71.422491824,-33.894479032
-71.422491824,-33.902479032
-71.422491824,-33.910479032
-71.422491824,-33.918479032
-71.422491824,-33.926479032
-71.422491824,-33.934479032
-71.422491824,-33.942479032
-71.422491824,-33.950479032
-71.422491824,-33.958479032
-71.422491824,-33.966479032
-71.422491824,-33.974479032
-71.422491824,-33.982479032
-71.422491824,-33.990479032
-71.422491824,-33.998479032
-71.422491824,-34.006479032
-71.422491824,-34.014479032
-71.422491824,-34.022479032
-71.422491824,-34.030479032
-71.414491824,-33.654479032
-71.414491824,-33.662479032
-71.414491824,-33.670479032
-71.414491824,-33.678479032
-71.414491824,-33.686479032
-71.414491824,-33.694479032
-71.414491824,-33.702479032
-71.414491824,-33.710479032
-71.414491824,-33.782479032
-71.414491824,-33.790479032
-71.414491824,-33.798479032
-71.414491824,-33.806479032
-71.414491824,-33.814479032
-71.414491824,-33.822479032
-71.414491824,-33.830479032
-71.414491824,-33.838479032
-71.414491824,-33.846479032
-71.414491824,-33.854479032
-71.414491824,-33.862479032
-71.414491824,-33.870479032
-71.414491824,-33.878479032
-71.414491824,-33.886479032
-71.414491824,-33.894479032
-71.414491824,-33.902479032
-71.414491824,-33.910479032
-71.414491824,-33.918479032
-71.414491824,-33.926479032
-71.414491824,-33.934479032
-71.414491824,-33.942479032
-71.414491824,-33.950479032
-71.414491824,-33.958479032
-71.414491824,-33.966479032
-71.414491824,-33.974479032
-71.414491824,-33.982479032
-71.414491824,-33.990479032
-71.414491824,-33.998479032
-71.414491824,-34.006479032
-71.414491824,-34.014479032
-71.414491824,-34.022479032
-71.414491824,-34.030479032
-71.414491824,-34.038479032
-71.414491824,-34.046479032
-71.414491824,-34.054479032
-71.414491824,-34.062479032
-71.406491824,-33.662479032
-71.406491824,-33.670479032
-71.406491824,-33.678479032
-71.406491824,-33.686479032
-71.406491824,-33.694479032
-71.406491824,-33.702479032
-71.406491824,-33.710479032
-71.406491824,-33.718479032
-71.406491824,-33.774479032
-71.406491824,-33.782479032
-71.406491824,-33.790479032
-71.406491824,-33.798479032
-71.406491824,-33.806479032
-71.406491824,-33.814479032
-71.406491824,-33.822479032
-71.406491824,-33.830479032
-71.406491824,-33.838479032
-71.406491824,-33.846479032
-71.406491824,-33.854479032
-71.406491824,-33.862479032
-71.406491824,-33.870479032
-71.406491824,-33.878479032
-71.406491824,-33.886479032
-71.406491824,-33.894479032
-71.406491824,-33.902479032
-71.406491824,-33.910479032
-71.406491824,-33.918479032
-71.406491824,-33.926479032
-71.406491824,-33.934479032
-71.406491824,-33.942479032
-71.406491824,-33.950479032
-71.406491824,-33.958479032
-71.406491824,-33.966479032
-71.406491824,-33.974479032
-71.406491824,-33.982479032
-71.406491824,-33.990479032
-71.406491824,-33.998479032
-71.406491824,-34.006479032
-71.406491824,-34.014479032
-71.406491824,-34.022479032
-71.406491824,-34.030479032
-71.406491824,-34.038479032
-71.406491824,-34.046479032
-71.406491824,-34.054479032
-71.406491824,-34.062479032
-71.406491824,-34.070479032
-71.398491824,-33.638479032
-71.398491824,-33.646479032
-71.398491824,-33.654479032
-71.398491824,-33.662479032
-71.398491824,-33.670479032
-71.398491824,-33.678479032
-71.398491824,-33.686479032
-71.398491824,-33.694479032
-71.398491824,-33.702479032
-71.398491824,-33.710479032
-71.398491824,-33.718479032
-71.398491824,-33.726479032
-71.398491824,-33.766479032
-71.398491824,-33.774479032
-71.398491824,-33.782479032
-71.398491824,-33.790479032
-71.398491824,-33.798479032
-71.398491824,-33.806479032
-71.398491824,-33.814479032
-71.398491824,-33.822479032
-71.398491824,-33.830479032
-71.398491824,-33.838479032
-71.398491824,-33.846479032
-71.398491824,-33.854479032
-71.398491824,-33.862479032
-71.398491824,-33.870479032
-71.398491824,-33.878479032
-71.398491824,-33.886479032
-71.398491824,-33.894479032
-71.398491824,-33.902479032
-71.398491824,-33.910479032
-71.398491824,-33.918479032
-71.398491824,-33.926479032
-71.398491824,-33.934479032
-71.398491824,-33.942479032
-71.398491824,-33.950479032
-71.398491824,-33.958479032
-71.398491824,-33.966479032
-71.398491824,-33.974479032
-71.398491824,-33.982479032
-71.398491824,-33.990479032
-71.398491824,-33.998479032
-71.398491824,-34.006479032
-71.398491824,-34.014479032
-71.398491824,-34.022479032
-71.398491824,-34.030479032
-71.398491824,-34.038479032
-71.398491824,-34.046479032
-71.398491824,-34.054479032
-71.398491824,-34.062479032
-71.398491824,-34.070479032
-71.390491824,-33.638479032
-71.390491824,-33.646479032
-71.390491824,-33.654479032
-71.390491824,-33.662479032
-71.390491824,-33.670479032
-71.390491824,-33.678479032
-71.390491824,-33.686479032
-71.390491824,-33.694479032
-71.390491824,-33.702479032
-71.390491824,-33.710479032
-71.390491824,-33.718479032
-71.390491824,-33.726479032
-71.390491824,-33.734479032
-71.390491824,-33.742479032
-71.390491824,-33.766479032
-71.390491824,-33.774479032
-71.390491824,-33.782479032
-71.390491824,-33.790479032
-71.390491824,-33.798479032
-71.390491824,-33.806479032
-71.390491824,-33.814479032
-71.390491824,-33.822479032
-71.390491824,-33.830479032
-71.390491824,-33.838479032
-71.390491824,-33.846479032
-71.390491824,-33.854479032
-71.390491824,-33.862479032
-71.390491824,-33.870479032
-71.390491824,-33.878479032
-71.390491824,-33.886479032
-71.390491824,-33.894479032
-71.390491824,-33.902479032
-71.390491824,-33.910479032
-71.390491824,-33.918479032
-71.390491824,-33.926479032
-71.390491824,-33.934479032
-71.390491824,-33.942479032
-71.390491824,-33.950479032
-71.390491824,-33.958479032
-71.390491824,-33.966479032
-71.390491824,-33.974479032
-71.390491824,-33.982479032
-71.390491824,-33.990479032
-71.390491824,-33.998479032
-71.390491824,-34.006479032
-71.390491824,-34.014479032
-71.390491824,-34.022479032
-71.390491824,-34.030479032
-71.390491824,-34.038479032
-71.390491824,-34.046479032
