ogc_fid,id_sys,id_flt,id_seg,name,dips,dip,dip_dir,slip_rates,slip_rate,rup_type,downt_side,len_st,upp_sd,low_sd,az_tr,id_area,usd,lsd,min_mag,max_mag,a_val,b_val,length_km
38,,CL-006c,CL-006ww,Falla Canal Costa 006ww,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,74.371392264916366,0.000000000000000,20.000000000000000,7.640820372888300,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,74
39,,CL-006cc,CL-006rr,Falla Quitralco 006rr,"90.",87.000000000000000,SE,0.1-1,0.500000000000000,dextral-normal,None,65.136151812766357,0.000000000000000,20.000000000000000,36.549777619382553,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,65
40,,CL-006h,CL-006qq,Falla Fiordo Aysen-Puerto Cisnes 006qq,"90.",87.000000000000000,S,0.1-1,0.500000000000000,dextral-normal,None,96.364008796273794,0.000000000000000,20.000000000000000,41.277345783563987,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,96
41,,CL-006v,CL-006mm,Falla Palena 006mm,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,112.959247517618834,0.000000000000000,20.000000000000000,354.007599452737452,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,113
42,,CL-006kk,CL-006vv,Falla Teresa 006vv,"90.",87.000000000000000,SE,0.1-1,0.500000000000000,dextral-normal,None,91.782307634671810,0.000000000000000,20.000000000000000,33.112233577266693,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,92
43,,CL-006r,CL-006z,Falla Maihue-Anticura 006z,"90.",87.000000000000000,VERTICAL,1.0-5.0,3.000000000000000,dextral,None,85.396183481183428,0.000000000000000,20.000000000000000,6.910313802799466,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,85
44,,CL-006j,CL-006zz,Falla Golfo de Penas 006zz,"90.",87.000000000000000,SE,1.0-5.0,3.000000000000000,dextral,None,92.296997656969779,0.000000000000000,20.000000000000000,33.403677843375078,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,92
45,,CL-006g,CL-006uu,Falla Estero Francisco 006uu,"90.",87.000000000000000,SE,0.1-1,0.500000000000000,dextral-normal,None,61.567361870411688,0.000000000000000,20.000000000000000,28.332189958247852,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,62
46,,CL-006ii,CL-006yy,Falla San Rafael 006yy,"90.",87.000000000000000,SE,1.0-5.0,3.000000000000000,dextral,None,63.999734223591922,0.000000000000000,20.000000000000000,18.041253634668298,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,64
47,,CL-006jj,CL-006xx,Falla Seno Elefante 006xx,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,47.873297783827439,0.000000000000000,20.000000000000000,8.892912091642360,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,48
48,,CL-006ff,CL-006tt,Falla Riesco-Mañihuales 006tt,"90.",87.000000000000000,SE,0.1-1,0.500000000000000,dextral-normal,None,65.844423367163458,0.000000000000000,20.000000000000000,49.818085776595467,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,66
49,,CL-006bb,CL-006iii,Falla Punta Mano-Lago Yulton 006iii,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,67.249982535047650,0.000000000000000,20.000000000000000,2.608828609720092,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,67
50,,CL-006hh,CL-006ddd,Falla Rio Cuervo 006ddd,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,80.737090132253428,0.000000000000000,20.000000000000000,10.598447297775294,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,81
51,,CL-006gg,CL-006kkk,Falla Rio Blanco 006kkk,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,54.844510661802296,0.000000000000000,20.000000000000000,359.095554861463029,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,55
52,,CL-006q,CL-006mmm,Falla Los Palos 006mmm,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,34.808354354950360,0.000000000000000,20.000000000000000,1.079016190767618,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,35
53,,CL-006hh,CL-006bbb,Falla Rio Cuervo 006bbb,"90.",87.000000000000000,VERTICAL,1.0-5.0,3.000000000000000,dextral,None,12.969780180712348,0.000000000000000,20.000000000000000,17.505957069990245,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,13
54,,CL-006aa,CL-006eee,Falla Punta Colas 006eee,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,30.449950701894146,0.000000000000000,20.000000000000000,7.049964930059106,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,30
55,,CL-006i,CL-006pp,Falla Fiordo Puyuhuapi 006pp,"90.",87.000000000000000,S,0.1-1,0.500000000000000,dextral-normal,None,43.985273405112707,0.000000000000000,20.000000000000000,57.189127597823017,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,44
56,,CL-006y,CL-006oo,Falla Puerto Cisnes 006oo,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,116.310689553001055,0.000000000000000,20.000000000000000,14.263743671936822,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,116
57,,CL-035,CL-035,Falla Lago Yelcho,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,56.203005748554510,0.000000000000000,20.000000000000000,127.037756874673278,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,56
58,,CL-029,CL-029,Falla Estuario Reloncavi,"90.",87.000000000000000,S,0.1-1,0.500000000000000,dextral-normal,None,18.830790172673250,0.000000000000000,20.000000000000000,61.770755293163006,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,19
59,,CL-025,CL-025,Falla Calbuco-Reloncavi,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,30.011491982534547,0.000000000000000,20.000000000000000,113.712766237297103,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,30
60,,CL-026,CL-026,Falla Rio Puelo,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,12.060155885895709,0.000000000000000,20.000000000000000,133.537229737705445,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,12
61,,CL-027,CL-027,Falla Tagua-Tagua,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,12.278973664634732,0.000000000000000,20.000000000000000,332.180639068239145,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,12
62,,CL-024,CL-024,Falla Osorno-Puntiagudo,"90.",87.000000000000000,S,0.1-1,0.500000000000000,dextral-normal,None,38.359686989167834,0.000000000000000,20.000000000000000,53.933458045294515,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,38
63,,CL-006x,CL-006w,Falla Pirihueico-Maihue 006w,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,69.195233824845971,0.000000000000000,20.000000000000000,14.392041873449671,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,69
64,,CL-020,CL-020a,Falla Riñihue-Choshuenco 020a,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,37.263270309795573,0.000000000000000,20.000000000000000,121.421551721442711,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,37
65,,CL-020,CL-020b,Falla Riñihue-Choshuenco 020b,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,31.565250430479949,0.000000000000000,20.000000000000000,112.849096517012924,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,32
67,,CL-006t,CL-006x,Falla Neltume 006x,"90.",87.000000000000000,E,1.0-5.0,3.000000000000000,dextral,None,9.983351823293871,0.000000000000000,20.000000000000000,25.367462983026712,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,10
68,,CL-021,CL-021a,Falla Llifen 021a,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,10.629639005383199,0.000000000000000,20.000000000000000,112.090986578844195,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,11
69,,CL-021,CL-021b,Falla Llifen 021b,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,23.017802400671606,0.000000000000000,20.000000000000000,112.587520461324004,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,23
