ogc_fid,id_sys,id_flt,id_seg,name,dips,dip,dip_dir,slip_rates,slip_rate,rup_type,downt_side,len_st,upp_sd,low_sd,az_tr,id_area,usd,lsd,min_mag,max_mag,a_val,b_val,length_km
16,,CL-036,CL-036,Aeropuerto,>60,72.000000000000000,E,0.1-1,0.500000000000000,normal,None,41.024326156898816,0.000000000000000,20.000000000000000,17.127985103421338,"49",0.000000000000000,18.000000000000000,4.500000000000000,8.199999999999999,4.613112456710000,0.936981404387000,41
17,,CL-044,CL-044e,Chuculay 5,>60,72.000000000000000,S,0.1-1,0.500000000000000,reverse,None,12.605609305954941,0.000000000000000,20.000000000000000,81.337875512672269,"49",0.000000000000000,18.000000000000000,4.500000000000000,8.199999999999999,4.613112456710000,0.936981404387000,13
18,,CL-051,CL-051,Ordoñez,>60,72.000000000000000,E,0.1-1,0.500000000000000,normal,None,37.183314286393710,0.000000000000000,20.000000000000000,17.909183197228174,"49",0.000000000000000,18.000000000000000,4.500000000000000,8.199999999999999,4.613112456710000,0.936981404387000,37
19,,CL-050,CL-050,Mititus,>60,72.000000000000000,E,0.1-1,0.500000000000000,normal,None,23.370021482453101,0.000000000000000,20.000000000000000,3.793974209589692,"49",0.000000000000000,18.000000000000000,4.500000000000000,8.199999999999999,4.613112456710000,0.936981404387000,23
20,,CL-045,CL-045,Coloso,"90.",87.000000000000000,E,0.1-1,0.500000000000000,normal,None,72.824048472561714,0.000000000000000,20.000000000000000,350.100929251047205,"49",0.000000000000000,18.000000000000000,4.500000000000000,8.199999999999999,4.613112456710000,0.936981404387000,73
21,,CL-040,CL-040,Bolfin,"90.",87.000000000000000,E,0.1-1,0.500000000000000,normal,None,18.109906954778229,0.000000000000000,20.000000000000000,341.388759317186725,"49",0.000000000000000,18.000000000000000,4.500000000000000,8.199999999999999,4.613112456710000,0.936981404387000,18
22,,CL-052,CL-052,Paranal,>60,72.000000000000000,E,0.1-1,0.500000000000000,normal,None,88.759014202815351,0.000000000000000,20.000000000000000,9.855272051188308,"49",0.000000000000000,18.000000000000000,4.500000000000000,8.199999999999999,4.613112456710000,0.936981404387000,88
23,,CL-049,CL-049,Mejillones,>60,72.000000000000000,E,0.1-1,0.500000000000000,normal,None,36.510319089141603,0.000000000000000,20.000000000000000,0.938439187279414,"49",0.000000000000000,18.000000000000000,4.500000000000000,8.199999999999999,4.613112456710000,0.936981404387000,36
24,,CL-041,CL-041,Caleta Herradura,>60,72.000000000000000,E,0.1-1,0.500000000000000,normal,None,22.103616152437276,0.000000000000000,20.000000000000000,347.650207167414521,"49",0.000000000000000,18.000000000000000,4.500000000000000,8.199999999999999,4.613112456710000,0.936981404387000,22
27,,CL-006w,CL-006ff,Falla Peulla-Cochamo 006ff,"90.",87.000000000000000,VERTICAL,0.1-1,0.500000000000000,dextral,None,65.657417122323665,0.000000000000000,20.000000000000000,24.766179977154646,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,66
28,,CL-006a,CL-006dd,Falla Anticura-Todos los Santos 006dd,"90.",87.000000000000000,VERTICAL,1.0-5.0,3.000000000000000,dextral,None,34.815935415005789,0.000000000000000,20.000000000000000,2.871476070331369,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,35
29,,CL-031,CL-031,Falla Huequi,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,23.584689835122536,0.000000000000000,20.000000000000000,138.140396225777806,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,24
30,,CL-028,CL-028,Falla Chacao,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,52.464555402737382,0.000000000000000,20.000000000000000,120.441083950724703,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,53
31,,CL-032,CL-032,Falla Fiordo Reñihue,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,69.493590032687706,0.000000000000000,20.000000000000000,136.787296550732492,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,70
32,,CL-034,CL-034,Falla Chaiten,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,59.917561093874042,0.000000000000000,20.000000000000000,121.540295210417469,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,60
33,,CL-006f,CL-006kk,Falla Comau 006kk,"90.",87.000000000000000,VERTICAL,1.0-5.0,3.000000000000000,dextral,None,118.155706641253659,0.000000000000000,20.000000000000000,6.451525848553786,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,118
34,,CL-006d,CL-006jj,Falla Cascajal 006jj,"90.",87.000000000000000,VERTICAL,1.0-5.0,3.000000000000000,dextral,None,32.244398691637215,0.000000000000000,20.000000000000000,18.030561828876671,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,32
36,,CL-033,CL-033,Falla Michimahuida,"90.",87.000000000000000,S,0.1-1,0.500000000000000,sinistral-reverse,None,16.321416345534345,0.000000000000000,20.000000000000000,139.575491033424328,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,16
37,,CL-006mm,CL-006aaa,Falla Wager 006aaa,"90.",87.000000000000000,S,1.0-5.0,3.000000000000000,dextral,None,37.636134621598536,0.000000000000000,20.000000000000000,63.475655217296207,"566",0.000000000000000,35.000000000000000,4.500000000000000,7.750000000000000,4.178202342190000,0.834489436976000,38
