id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class_raw,sub_depth,class,time,mc_window,tc_years,mc_window_index
4247,1974-01-07T16:35:56,-65.684,-26.904,10.0,6.0,mw,,,25.0,0.69,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1974-01-07T16:35:56,5.9,25.998631074606433,2
4893,1975-12-29T03:39:44,-68.679,-56.885,15.0,6.5,mw,,,25.0,0.3,167.0,75.0,90.0,347.0,15.0,90.0,,,,,,,ISC-GEM,,backarc,,backarc,1975-12-29T03:39:44,5.9,25.998631074606433,2
5328,1977-11-23T09:26:25,-67.747,-31.11,10.0,6.6,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,1977-11-23T09:26:25,5.8,10.001368925393566,3
5327,1977-11-23T09:26:48,-67.69,-31.22,20.8,7.5,mw,0.01,0.01,0.4,,183.0,44.0,90.0,4.0,46.0,90.0,1.855e+20,8e+17,-1.863e+20,1.3e+18,6.5e+18,-1.19e+19,GCMT,,backarc,,backarc,1977-11-23T09:26:48,5.8,10.001368925393566,3
5329,1977-11-23T09:34:58,-66.957,-31.178,33.0,6.4,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,1977-11-23T09:34:58,5.8,10.001368925393566,3
5330,1977-11-23T09:35:00,-67.577,-31.195,20.0,6.4,mw,,,36.7,0.65,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1977-11-23T09:35:00,5.8,10.001368925393566,3
5333,1977-11-23T11:58:10,-67.865,-31.009,15.0,5.8,mw,,,44.5,0.61,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1977-11-23T11:58:10,5.8,10.001368925393566,3
5331,1977-11-23T16:36:01,-67.743,-31.341,13.0,6.1,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,1977-11-23T16:36:01,5.8,10.001368925393566,3
5332,1977-11-23T16:36:03,-67.72,-31.337,13.9,5.9,mw,,,3.6,0.65,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1977-11-23T16:36:03,5.8,10.001368925393566,3
5351,1977-11-24T01:57:32,-67.686,-31.55,20.0,5.9,mw,,,29.7,0.21,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1977-11-24T01:57:32,5.8,10.001368925393566,3
5353,1977-11-24T01:58:33,-67.731,-31.42,20.0,5.8,mw,,,29.7,0.49,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1977-11-24T01:58:33,5.8,10.001368925393566,3
5349,1977-11-24T02:02:31,-67.573,-31.615,23.0,6.3,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,1977-11-24T02:02:31,5.8,10.001368925393566,3
5352,1977-11-24T02:02:32,-67.732,-31.576,16.0,5.9,mw,,,29.7,0.66,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1977-11-24T02:02:32,5.8,10.001368925393566,3
5350,1977-11-24T18:20:17,-67.631,-31.304,33.0,6.1,mw,,,,,190.0,34.0,91.0,8.0,56.0,89.0,2.04e+17,1.0049999999999998e+17,-3.046e+17,1.51e+16,1.08e+17,-6.4e+16,USGS,,backarc,,backarc,1977-11-24T18:20:17,5.8,10.001368925393566,3
5354,1977-11-24T18:42:41,-67.877,-31.358,20.0,5.8,mw,,,32.9,0.64,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1977-11-24T18:42:41,5.8,10.001368925393566,3
5392,1977-11-28T06:31:38,-67.64,-31.67,15.0,6.1,mw,0.08,0.08,0.0,,182.0,21.0,106.0,345.0,70.0,84.0,1.174e+18,2.18e+17,-1.391e+18,-4.24e+17,1.488e+18,2.12e+17,GCMT,,backarc,,backarc,1977-11-28T06:31:38,5.8,10.001368925393566,3
5414,1977-12-06T17:05:16,-68.11,-31.43,19.0,5.9,mw,0.05,0.06,0.0,,181.0,37.0,82.0,11.0,54.0,96.0,6.121e+17,2.788e+17,-8.909000000000001e+17,5.540000000000001e+16,2.254e+17,-1.3700000000000002e+17,GCMT,,backarc,,backarc,1977-12-06T17:05:16,5.8,10.001368925393566,3
5428,1977-12-21T03:47:31,-67.732,-31.608,15.0,6.0,mw,,,29.7,0.5,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1977-12-21T03:47:31,5.8,10.001368925393566,3
5450,1978-01-17T11:33:21,-68.08,-31.53,23.0,6.0,mw,0.05,0.05,0.0,,142.0,66.0,12.0,47.0,79.0,156.0,9.75e+16,8.938e+17,-9.913e+17,4.83e+17,1.0940000000000002e+17,-1.401e+17,GCMT,,backarc,,backarc,1978-01-17T11:33:21,5.8,10.001368925393566,3
5584,1978-08-21T00:28:23,-67.773,-31.271,10.0,6.0,mw,,,,,218.0,9.0,79.0,49.0,81.0,92.0,5.104e+16,-2.207e+16,-2.897e+16,8.357e+16,7.066e+16,2500000000000000.0,USGS,,backarc,,backarc,1978-08-21T00:28:23,5.8,10.001368925393566,3
5891,1979-11-27T17:37:25,-67.881,-31.376,10.0,6.2,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,1979-11-27T17:37:25,5.8,10.001368925393566,3
5903,1979-12-24T00:13:41,-66.958,-29.646,49.0,5.8,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,1979-12-24T00:13:41,5.8,10.001368925393566,3
6109,1980-11-10T16:24:40,-67.468,-31.576,21.0,6.1,mw,,,,,133.0,31.0,49.0,358.0,67.0,111.0,2.53e+17,-4.24e+16,-2.106e+17,6.35e+16,2.415e+17,1.167e+17,USGS,,backarc,,backarc,1980-11-10T16:24:40,5.8,10.001368925393566,3
6507,1982-06-01T09:37:25,-70.341,-42.874,33.0,5.8,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,1982-06-01T09:37:25,5.8,10.001368925393566,3
7229,1985-01-26T03:06:58,-68.467,-33.053,5.0,6.2,mw,,,,,158.0,38.0,65.0,9.0,56.0,108.0,8.699999999999999e+17,1.161e+17,-9.861e+17,2.094e+17,3.349e+17,1.172e+17,USGS,,backarc,,backarc,1985-01-26T03:06:58,5.8,10.001368925393566,3
7230,1985-01-26T03:07:05,-68.75,-33.11,28.4,5.9,mw,0.03,0.03,1.7,,158.0,38.0,65.0,9.0,56.0,108.0,8.699999999999999e+17,1.161e+17,-9.861e+17,2.094e+17,3.349e+17,1.172e+17,GCMT,,backarc,,backarc,1985-01-26T03:07:05,5.8,10.001368925393566,3
7982,1986-05-09T16:23:59,-65.49,-16.76,15.0,5.9,mw,0.03,0.03,0.0,,151.0,39.0,88.0,334.0,51.0,92.0,6.722e+17,-6.1e+16,-6.112e+17,-5.689999999999999e+16,1.397e+17,3.855e+17,GCMT,,backarc,,backarc,1986-05-09T16:23:59,5.8,11.000684462696784,4
17847,1992-07-30T23:00:42,-67.386,-31.481,5.0,5.9,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,1992-07-30T23:00:42,5.8,11.000684462696784,4
26960,1997-04-06T12:16:05,-66.375,-28.869,29.2,5.7,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,1997-04-06T12:16:05,5.4,4.999315537303217,5
29590,1998-05-22T04:49:02,-65.2,-17.6,15.0,6.6,mw,0.01,0.01,0.0,,186.0,79.0,-178.0,96.0,88.0,-11.0,3.69e+17,1.438e+18,-1.807e+18,-1.563e+18,5.77e+17,8.114000000000001e+18,GCMT,,backarc,,backarc,1998-05-22T04:49:02,5.4,4.999315537303217,5
29591,1998-05-22T04:56:17,-65.82,-18.005,33.0,5.7,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,1998-05-22T04:56:17,5.4,4.999315537303217,5
29592,1998-05-22T06:17:06,-65.139,-18.012,25.0,5.7,mw,,,4.0,0.21,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,1998-05-22T06:17:06,5.4,4.999315537303217,5
29642,1998-05-26T01:08:19,-65.34,-17.8,28.6,5.4,mw,0.06,0.08,6.0,,204.0,64.0,-168.0,109.0,79.0,-27.0,2650000000000000.0,7.69e+16,-7.955e+16,-4.902e+16,6.583e+16,9.087999999999998e+16,GCMT,,backarc,,backarc,1998-05-26T01:08:19,5.4,4.999315537303217,5
29655,1998-05-29T11:23:54,-65.34,-17.64,35.2,5.4,mw,0.04,0.05,4.9,,84.0,81.0,2.0,353.0,88.0,171.0,1.19e+16,-4.09e+16,2.9e+16,-500000000000000.0,2.38e+16,1.5e+17,GCMT,,backarc,,backarc,1998-05-29T11:23:54,5.4,4.999315537303217,5
38088,2001-07-04T12:09:04,-65.406,-17.085,30.0,5.6,mw,,,,,330.0,65.0,135.0,83.0,50.0,33.0,9.15e+17,-1.008e+18,9.4e+16,-1.042e+18,1.217e+18,6.37e+17,ISC,,backarc,,backarc,2001-07-04T12:09:04,5.4,5.9986310746064335,6
38087,2001-07-04T12:09:09,-65.42,-16.92,15.0,6.1,mw,0.02,0.01,0.0,,88.0,23.0,44.0,316.0,74.0,107.0,9.15e+17,-1.008e+18,9.4e+16,-1.042e+18,1.217e+18,6.37e+17,GCMT,,backarc,,backarc,2001-07-04T12:09:09,5.4,5.9986310746064335,6
42139,2002-05-28T04:04:28,-66.81,-29.15,15.0,6.0,mw,0.02,0.02,0.0,,180.0,19.0,55.0,36.0,74.0,101.0,6.275e+17,-3.67e+16,-5.909e+17,6.475e+17,7.481e+17,-1.655e+17,GCMT,,backarc,,backarc,2002-05-28T04:04:28,5.4,5.9986310746064335,6
42460,2002-07-02T20:21:05,-68.19,-31.43,27.0,5.5,mw,0.04,0.05,0.0,,156.0,40.0,15.0,54.0,81.0,129.0,5.26e+16,9.37e+16,-1.463e+17,1.561e+17,6.08e+16,-5.709999999999999e+16,GCMT,,backarc,,backarc,2002-07-02T20:21:05,5.4,5.9986310746064335,6
44380,2003-01-13T23:59:36,-68.656,-33.465,15.0,5.4,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2003-01-13T23:59:36,5.4,5.9986310746064335,6
52478,2004-09-07T11:53:11,-65.79,-28.91,20.0,6.1,mw,0.02,0.01,0.0,,216.0,37.0,80.0,48.0,54.0,97.0,1.49e+18,-6.55e+17,-8.39e+17,4.51e+17,2.7000000000000003e+17,-9.42e+17,GCMT,,backarc,,backarc,2004-09-07T11:53:11,5.4,5.9986310746064335,6
53135,2004-10-23T23:16:11,-67.162,-29.256,50.9216,5.7,mw,,,,,,,,,,,,,,,,,CSN-improved,,backarc,,backarc,2004-10-23T23:16:11,5.4,5.9986310746064335,6
53983,2004-12-29T03:03:06,-68.398,-29.094,39.6533,5.4,mw,,,,,,,,,,,,,,,,,CSN-improved,,backarc,,backarc,2004-12-29T03:03:06,5.4,5.9986310746064335,6
62356,2006-08-05T14:03:44,-68.848,-33.126,8.5,5.4,mw,,,7.4,,125.0,50.0,90.0,305.0,40.0,90.0,1.74e+17,7.33e+16,-2.4700000000000003e+17,5.01e+16,1.34e+17,9.02e+16,CSN-improved,,backarc,,backarc,2006-08-05T14:03:44,5.4,5.9986310746064335,6
62355,2006-08-05T14:03:50,-68.86,-33.2,32.0,5.6,mw,0.01,0.01,0.6,,137.0,39.0,44.0,10.0,64.0,120.0,1.74e+17,7.33e+16,-2.4700000000000003e+17,5.01e+16,1.34e+17,9.02e+16,GCMT,,backarc,,backarc,2006-08-05T14:03:50,5.4,5.9986310746064335,6
68180,2007-09-02T23:53:30,-67.469,-31.869,35.0,5.3,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,2007-09-02T23:53:30,5.3,3.0006844626967832,7
83394,2010-02-27T15:45:43,-65.59,-24.91,27.0,6.3,mw,0.05,0.05,3.1,,169.0,25.0,97.0,342.0,66.0,87.0,2.2400000000000005e+18,-1.33e+17,-2.1e+18,-6.78e+17,1.83e+18,5.5100000000000006e+17,GCMT,,backarc,,backarc,2010-02-27T15:45:43,5.3,3.0006844626967832,8
85009,2010-03-08T17:03:21,-66.726,-25.76,35.0,5.5,mw,,,,,149.0,75.0,6.0,58.0,84.0,165.0,-1.74e+17,6.4e+17,-4.66e+17,2.42e+17,-2.19e+16,-2.68e+17,ISC,,backarc,,backarc,2010-03-08T17:03:21,5.3,3.0006844626967832,8
85007,2010-03-08T17:03:22,-66.84,-25.94,15.1,5.8,mw,0.01,0.01,0.6,,149.0,75.0,6.0,58.0,84.0,165.0,-1.74e+17,6.4e+17,-4.66e+17,2.42e+17,-2.19e+16,-2.68e+17,GCMT,,backarc,,backarc,2010-03-08T17:03:22,5.3,3.0006844626967832,8
111312,2012-04-14T10:56:18,-65.372,-57.576,8.0,6.0,mw,,,,,195.0,70.0,175.0,287.0,85.0,20.0,1.07e+18,1.32e+18,-2.39e+18,-2.7300000000000003e+17,3.09e+17,2.11e+18,ISC,,backarc,,backarc,2012-04-14T10:56:18,5.3,3.0006844626967832,8
119641,2013-01-05T19:27:10,-68.4,-33.297,20.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-01-05T19:27:10,,,-1
119690,2013-01-06T10:13:59,-68.573,-29.423,5.0,4.1,mw,,,5.0,,,,,,,,,,,,,,CSN-improved,,backarc,,backarc,2013-01-06T10:13:59,,,-1
119912,2013-01-12T08:55:02,-67.709,-31.557,10.0,4.2,mw,,,0.0,,,,,,,,,,,,,,CSN-improved,,backarc,,backarc,2013-01-12T08:55:02,,,-1
120080,2013-01-16T12:10:08,-67.888,-31.174,33.0,4.0,mw,,,0.0,,,,,,,,,,,,,,CSN-improved,,backarc,,backarc,2013-01-16T12:10:08,,,-1
120422,2013-01-25T19:53:25,-65.339,-24.195,15.0,5.3,mw,,,25.0,0.25,,,,,,,,,,,,,ISC-GEM,,backarc,,backarc,2013-01-25T19:53:25,,,-1
120425,2013-01-25T20:23:24,-65.327,-24.268,47.9,4.0,mw,,,6.9,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-01-25T20:23:24,,,-1
121118,2013-02-12T11:26:15,-67.51,-29.067,16.0,4.1,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-02-12T11:26:15,,,-1
121113,2013-02-12T21:47:31,-67.279,-31.588,52.2,4.5,mw,,,7.6,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-02-12T21:47:31,,,-1
121660,2013-03-02T01:52:57,-68.475,-33.657,7.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-03-02T01:52:57,,,-1
121799,2013-03-06T01:52:05,-68.184,-31.668,27.0,5.1,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-03-06T01:52:05,,,-1
121801,2013-03-06T01:52:06,-68.16,-31.715,23.0,4.8,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-03-06T01:52:06,,,-1
122403,2013-03-22T07:05:46,-66.518,-34.474,23.0,4.1,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-03-22T07:05:46,,,-1
122840,2013-04-04T23:27:52,-69.94,-36.43,26.6,4.6,mw,,,13.4,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-04-04T23:27:52,,,-1
123159,2013-04-15T07:21:43,-65.576,-17.438,2.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-04-15T07:21:43,,,-1
123333,2013-04-20T19:14:33,-68.543,-29.399,6.0,5.0,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-04-20T19:14:33,,,-1
123335,2013-04-20T19:14:34,-68.397,-29.442,13.0,4.6,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-04-20T19:14:34,,,-1
123337,2013-04-20T19:37:14,-67.512,-32.622,21.0,4.2,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-04-20T19:37:14,,,-1
123370,2013-04-21T19:32:09,-66.408,-27.302,64.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-04-21T19:32:09,,,-1
123495,2013-04-25T14:39:31,-68.424,-30.161,25.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-04-25T14:39:31,,,-1
123727,2013-05-01T11:26:31,-68.455,-33.699,6.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-05-01T11:26:31,,,-1
124151,2013-05-14T13:12:14,-66.496,-33.653,11.0,4.1,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-05-14T13:12:14,,,-1
124273,2013-05-18T10:22:21,-66.424,-28.61,35.0,4.1,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-05-18T10:22:21,,,-1
124271,2013-05-18T10:22:22,-66.336,-28.636,49.7,4.7,mw,,,7.9,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-05-18T10:22:22,,,-1
124723,2013-06-02T20:11:10,-68.434,-30.907,14.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-06-02T20:11:10,,,-1
125208,2013-06-18T19:51:04,-65.119,-17.509,16.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-06-18T19:51:04,,,-1
125571,2013-07-01T09:19:03,-66.056,-19.783,16.0,4.2,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-07-01T09:19:03,,,-1
125689,2013-07-05T00:07:36,-67.635,-32.794,47.1,4.1,mw,,,8.5,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-07-05T00:07:36,,,-1
125741,2013-07-07T22:20:16,-65.78,-17.477,4.0,4.2,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-07-07T22:20:16,,,-1
125739,2013-07-07T23:13:42,-65.627,-17.582,54.3,5.0,mw,,,6.4,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-07-07T23:13:42,,,-1
125759,2013-07-08T17:59:15,-65.792,-17.495,6.0,4.3,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-07-08T17:59:15,,,-1
125855,2013-07-11T04:16:22,-65.71,-17.48,8.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-07-11T04:16:22,,,-1
125916,2013-07-13T04:24:26,-66.634,-34.345,11.0,4.2,mw,,,,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-07-13T04:24:26,,,-1
125915,2013-07-13T04:24:27,-66.81,-34.286,14.0,4.5,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-07-13T04:24:27,,,-1
125912,2013-07-13T21:36:15,-67.02,-26.96,23.9,5.2,mw,0.02,0.01,1.2,,123.0,59.0,0.0,33.0,90.0,149.0,-1250000000000000.0,5.66e+16,-5.54e+16,2.18e+16,3.03e+16,2.51e+16,GCMT,,backarc,,backarc,2013-07-13T21:36:15,,,-1
125937,2013-07-14T20:45:26,-66.95,-27.027,3.0,4.3,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-07-14T20:45:26,,,-1
126009,2013-07-16T07:37:51,-65.156,-26.733,10.0,4.3,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-07-16T07:37:51,,,-1
126007,2013-07-16T07:37:55,-65.064,-26.867,38.1,4.6,mw,,,15.2,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-07-16T07:37:55,,,-1
126043,2013-07-17T16:19:02,-66.875,-34.417,5.0,4.5,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-07-17T16:19:02,,,-1
126042,2013-07-17T16:19:03,-66.821,-34.362,11.6,5.1,mw,,,4.1,,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-07-17T16:19:03,,,-1
126517,2013-07-31T04:32:58,-66.956,-27.014,10.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-07-31T04:32:58,,,-1
126687,2013-08-05T14:02:10,-67.982,-16.059,20.0,4.4,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-08-05T14:02:10,,,-1
126858,2013-08-12T12:02:35,-68.824,-33.049,23.9,4.0,mw,,,9.4,0.291,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-08-12T12:02:35,,,-1
127020,2013-08-18T20:08:07,-67.062,-26.81,50.0,4.4,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-08-18T20:08:07,,,-1
127101,2013-08-21T14:03:37,-65.143,-31.326,10.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-08-21T14:03:37,,,-1
127099,2013-08-21T16:01:14,-68.764,-33.997,10.0,4.1,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-08-21T16:01:14,,,-1
127502,2013-09-05T21:52:33,-65.041,-33.064,35.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-09-05T21:52:33,,,-1
127528,2013-09-06T00:08:58,-66.545,-24.329,61.38,5.2,mw,,,8.1,0.143,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-09-06T00:08:58,,,-1
127736,2013-09-11T08:40:41,-68.133,-31.713,10.0,4.1,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-09-11T08:40:41,,,-1
128154,2013-09-26T13:51:54,-66.165,-32.84,23.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-09-26T13:51:54,,,-1
128558,2013-10-07T16:24:19,-67.517,-30.272,6.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-10-07T16:24:19,,,-1
128699,2013-10-11T01:45:08,-65.753,-28.079,33.0,5.0,mw,,,0.8,0.092,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-10-11T01:45:08,,,-1
129810,2013-11-09T17:20:13,-66.048,-17.335,21.0,4.8,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-11-09T17:20:13,,,-1
129907,2013-11-11T11:48:09,-68.788,-33.208,16.0235,4.0,mw,,,,,,,,,,,,,,,,,CSN-improved,,backarc,,backarc,2013-11-11T11:48:09,,,-1
130080,2013-11-15T06:19:17,-67.54,-32.72,34.6,5.1,mw,0.02,0.02,0.8,,208.0,41.0,103.0,10.0,50.0,79.0,4.94e+16,-2560000000000000.0,-4.68e+16,-4480000000000000.0,1.01e+16,-1.69e+16,GCMT,,backarc,,backarc,2013-11-15T06:19:17,,,-1
130086,2013-11-15T07:16:14,-67.624,-32.628,15.0,4.2,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-11-15T07:16:14,,,-1
130294,2013-11-20T15:06:33,-68.803,-31.466,10.0,4.6,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-11-20T15:06:33,,,-1
130439,2013-11-23T08:40:21,-66.51,-28.463,10.0,4.0,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2013-11-23T08:40:21,,,-1
130911,2013-12-02T05:08:56,-68.174,-31.482,10.11,4.8,mw,,,4.5,0.22,,,,,,,,,,,,,USGS,,backarc,,backarc,2013-12-02T05:08:56,,,-1
157611,2016-12-12T02:56:57,-68.006,-30.928,3.0,5.4,mw,,,,,338.0,69.0,84.0,175.0,21.0,106.0,1.863e+16,5260000000000000.0,-2.389e+16,-9640000000000000.0,2.353e+16,8720000000000000.0,ISC,,backarc,,backarc,2016-12-12T02:56:57,5.3,6.997675171749436,10
192898,2019-11-19T23:10:45,-66.98,-33.79,14.8,5.7,mw,0.01,0.01,0.3,,213.0,47.0,61.0,73.0,50.0,118.0,4.5882e+17,-3.0706e+17,-1.5177e+17,1.5972e+17,-8.279e+16,-2.2429e+17,GCMT,,backarc,,backarc,2019-11-19T23:10:45,5.3,6.997675171749436,10
193618,2019-12-15T17:57:07,-65.371,-26.887,36.89,5.4,mw,,,6.9,0.038,,,,,,,,,,,,,USGS,,backarc,,backarc,2019-12-15T17:57:07,5.3,6.997675171749436,10
193803,2019-12-21T20:34:49,-67.338,-56.97,10.0,5.6,mw,,,1.7,0.066,323.0,34.0,85.0,149.0,57.0,93.0,3.84e+16,-1.56e+16,-2.28e+16,6190000000000000.0,-1.33e+16,9770000000000000.0,USGS,,backarc,,backarc,2019-12-21T20:34:49,5.3,6.997675171749436,10
195454,2020-02-17T00:59:33,-66.034,-17.489,29.0,5.5,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2020-02-17T00:59:33,5.3,6.997675171749436,10
196020,2020-03-08T12:56:37,-65.587,-17.111,10.0,5.4,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2020-03-08T12:56:37,5.3,6.997675171749436,10
197514,2020-04-30T09:50:37,-65.588,-16.925,1.0,5.4,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2020-04-30T09:50:37,5.3,6.997675171749436,10
197515,2020-04-30T09:52:16,-65.579,-17.297,41.0,5.4,mw,,,,,,,,,,,,,,,,,ISC,,backarc,,backarc,2020-04-30T09:52:16,5.3,6.997675171749436,10
203916,2020-11-29T16:40:44,-65.055,-23.253,7.0,6.1,mw,,,,,120.55,37.42,-53.84,257.92,60.62,-114.3,-3.9427e+17,5.7928e+17,-1.8501e+17,2.3694e+17,9.198e+16,-9.624e+16,ISC,,backarc,,backarc,2020-11-29T16:40:44,5.3,6.997675171749436,10
