longitude,latitude,mag,kernel_r_km
-69.958,-20.148,5.6,55.80012305435769
-71.355,-17.566,5.3,62.44535370099956
-69.284,-24.264,5.7,34.21553031130435
-71.141,-30.667,5.5,40.32435773124897
-69.93,-17.43,5.9,36.28372069884246
-71.148,-35.11,5.3,43.37209726610836
-68.416,-22.77,5.3,38.256055849289986
-68.61,-30.69,5.4,64.46693259088877
-68.9,-31.381,5.5,30.39394018377928
-69.426,-31.776,5.7,31.140063739796542
-70.56,-33.09,6.0,40.76515157240241
-69.401,-19.221,5.4,33.57975461652247
-70.1,-25.93,5.3,55.75685556569755
-69.18,-23.55,5.4,31.377466004526397
-70.65,-17.31,6.1,40.883016141971616
-66.749,-21.576,5.3,22.92135341169891
-70.823,-17.882,5.5,49.337940303129
-69.319,-17.688,5.3,29.95420059991683
-70.19,-34.34,5.3,57.51370866456271
-67.26,-27.288,5.5,62.07301574237698
-66.71,-27.07,5.5,82.68496345215279
-69.231,-28.147,5.3,43.990587828297194
-70.833,-35.599,5.4,56.67722848786058
-67.04,-23.76,5.6,41.129374148740894
-69.67,-24.22,5.6,32.398091186265134
-68.703,-21.794,5.4,31.08625792551289
-65.408,-30.858,5.6,141.97806148696216
-66.94,-24.27,6.2,24.49651970728728
-69.532,-29.424,5.5,36.084703483978025
-70.527,-33.607,5.5,32.67691657499841
-68.567,-20.46,5.6,37.21600593013358
-69.023,-21.442,5.7,36.17357939983309
-68.5,-31.54,5.3,37.381120625802744
-68.132,-23.36,5.5,36.92361319168491
-71.28,-35.42,5.4,39.317508928773655
-68.381,-21.353,5.3,27.19726023612118
-68.96,-22.56,6.4,31.88202050706988
-68.208,-22.376,5.3,39.09393901862518
-67.029,-23.012,5.5,48.09942655167205
-69.175,-19.583,5.5,31.48857852797525
-67.96,-21.144,5.5,36.0876475016465
-70.022,-19.282,5.5,29.482479309096373
-70.891,-29.416,6.3,42.876288317134474
-69.105,-31.516,5.6,30.476873757743192
-70.038,-19.934,5.3,48.73336324490013
-68.01,-23.88,5.6,33.48525722961888
-71.249,-33.842,6.3,62.56857404977691
-67.247,-20.75,5.3,39.72212660450831
-66.849,-22.466,5.4,46.53606585888406
-69.104,-24.335,5.3,34.42114817424775
-66.589,-21.061,5.3,43.419166405940246
-68.683,-19.599,5.3,38.48445844278158
-66.64,-27.88,6.3,23.18241723646445
-69.627,-17.601,5.8,30.00849053849118
-72.339,-36.536,5.4,59.63100965369259
-66.97,-23.64,5.7,41.68600632565579
-69.396,-27.902,5.4,46.81706117869631
-67.092,-31.555,5.4,48.603075732281845
-69.81,-22.263,5.3,59.49304448433436
-67.919,-24.952,5.4,68.58900059599205
-67.185,-27.501,5.5,46.23016283021144
-69.011,-23.927,5.3,35.82825414595701
-69.345,-23.456,5.4,35.760342577998316
-69.57,-32.377,5.6,47.7765007355847
-67.7,-21.447,5.6,36.26319782286107
-70.792,-32.183,5.4,49.94300487213422
