id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class_raw,sub_depth,class
70057,2007/12/15,-72.02,-32.81,33.3,5.9,mw,0.01,0.01,0.5,,359,21,89,179,69,90,5.47e+17,8.8e+16,-6.35e+17,7e+15,-6.59e+17,1.2e+16,GCMT,,intra_slab,21.3783550262,intra_slab
70065,2007/12/16,-70.41,-23.02,30.6,6.7,mw,0,0,0.3,,246,6,159,357,88,84,1.32e+18,-2.6e+17,-1.05e+18,-8.5e+17,1.45e+19,-1.43e+18,GCMT,,slab_interface,30.6364879608,slab_interface
70168,2007/12/20,-72.01,-32.85,25,5.5,mw,0.02,0.02,0,,351,12,80,181,78,92,6.61e+16,2.04e+16,-8.66e+16,-2.5e+15,-1.78e+17,5.5e+15,GCMT,,slab_interface,21.4427871704,slab_interface
70240,2007/12/25,-69.42,-19.64,120,5.8,mw,0.01,0.01,0.8,,198,20,-66,353,72,-98,-3.82e+17,-5.84e+16,4.41e+17,9.02e+16,-5.29e+17,3.61e+16,GCMT,,slab_deep,80.5390167236,slab_deep
70252,2007/12/26,-68.77,-22.19,121.3,5.5,mw,0.03,0.03,3.6,,135,45,-111,344,48,-70,-1.92e+17,-3.3e+15,1.95e+17,-1.44e+16,-2.31e+16,-1.77e+17,GCMT,,slab_deep,85.2558441162,slab_deep
70413,2008/01/04,-68.72,-21.66,143.7,5.3,mw,0.02,0.01,1.5,,166,19,-125,23,75,-79,-5.04e+16,-8.6e+15,5.89e+16,-3.75e+16,-7.92e+16,6.5e+15,GCMT,,slab_deep,88.9674453735,slab_deep
70436,2008/01/05,-68.88,-22.87,117.3,5.7,mw,0.03,0.02,1.4,,190,31,-47,322,68,-113,-2.78e+17,-6.4e+16,3.42e+17,2.16e+17,-2e+17,-1.17e+17,GCMT,,slab_deep,79.5985183716,slab_deep
70984,2008/02/02,-68.71,-22.12,131.4,5.2,mw,0.02,0.01,1.8,,142,44,-98,333,46,-82,-7.36e+16,1.03e+16,6.33e+16,-2.1e+15,-5.4e+15,-5.63e+16,GCMT,,slab_deep,86.9344100952,slab_deep
71025,2008/02/04,-70.76,-20.27,46.1,6.3,mw,0.01,0,0.4,,1,27,107,162,64,81,2.86e+18,4.37e+17,-3.3e+18,9.29e+17,-2.29e+18,6.49e+17,GCMT,,intra_slab,23.0602226257,intra_slab
71205,2008/02/16,-68.77,-21.58,135.3,6.1,mw,0.01,0.01,0.5,,223,18,-54,6,76,-100,-7.86e+17,1.46e+17,6.4e+17,-4.1e+16,-1.39e+18,3.31e+17,GCMT,,slab_deep,87.8769683838,slab_deep
71438,2008/02/29,-75.032,-40.262,30,5.2,mw,,,,,212,46,-107,56,47,-73,-4.69e+16,2.26e+16,2.43e+16,-9.37e+15,7.73e+15,1.7e+16,ISC,,intra_slab,7.48970890045,intra_slab
71458,2008/03/01,-70.76,-20.51,50.8,5.6,mw,0.01,0.01,0.8,,357,29,102,163,62,83,2.57e+17,6.25e+16,-3.19e+17,6.47e+16,-1.86e+17,7.77e+16,GCMT,,intra_slab,21.5580234528,intra_slab
71562,2008/03/07,-70.55,-17.63,112.2,5.2,mw,0.02,0.01,1.6,,146,33,-85,320,58,-93,-6.1e+16,1.8e+16,4.3e+16,2.14e+16,-2.4e+16,-4.37e+16,GCMT,,slab_deep,81.8921432495,slab_deep
71610,2008/03/10,-69.74,-28.42,129.2,5.6,mw,0.01,0.01,0.8,,3,33,-75,165,58,-100,-2.38e+17,-4.3e+15,2.43e+17,-5.32e+16,1.07e+17,-2.59e+16,GCMT,,slab_deep,82.5510253906,slab_deep
71840,2008/03/24,-69.115,-20.108,118,5.7,mw,,,,,360,65,-90,180,25,-90,-1.33e+18,-1.67e+17,1.49e+18,4.1e+16,-1.58e+18,2.56e+17,ISC,,slab_deep,86.2003860474,slab_deep
71839,2008/03/24,-69.42,-20.31,129.2,6.2,mw,0.01,0.01,0.5,,198,22,-73,1,69,-97,-1.33e+18,-1.67e+17,1.49e+18,4.1e+16,-1.58e+18,2.56e+17,GCMT,,slab_deep,74.2103881836,slab_deep
71955,2008/03/29,-74.069,-43.028,18,4.9,mw,,,,,5,32,90,184,58,90,5.34e+16,-8.84e+15,-4.45e+16,-1.68e+15,-2.46e+16,-2.78e+15,ISC,,forearc,34.1668319702,forearc
71954,2008/03/29,-74.58,-43.2,42,5.1,mw,0.04,0.03,1,,5,32,90,184,58,90,5.34e+16,-8.84e+15,-4.45e+16,-1.68e+15,-2.46e+16,-2.78e+15,GCMT,,intra_slab,18.3677692413,intra_slab
72339,2008/04/17,-70.807,-19.948,31,4.9,mw,,,,,328,33,70,171,59,102,4.75e+16,-920000000000000,-4.66e+16,-860000000000000,-2.76e+16,1.89e+16,ISC,,slab_interface,23.921295166,slab_interface
72338,2008/04/17,-71.3,-19.9,23,5.1,mw,0.02,0.02,1,,328,33,70,171,59,102,4.75e+16,-920000000000000,-4.66e+16,-860000000000000,-2.76e+16,1.89e+16,GCMT,,slab_interface,13.0813655853,slab_interface
72579,2008/05/02,-72.65,-42.93,17.4,5.2,mw,0.03,0.01,1.2,,206,77,-177,115,87,-13,-3.55e+16,8.82e+16,-5.28e+16,-1.85e+16,1.5e+15,5.59e+16,GCMT,,intraarc_shallow,,intraarc
72601,2008/05/03,-72.56,-42.82,12,5,mw,0.05,0.02,0,,280,52,-31,31,66,-137,-1.98e+16,2.9e+16,-9.16e+15,9.93e+15,-3.8e+16,1.66e+16,GCMT,,intraarc_shallow,,intraarc
72934,2008/05/24,-72.46,-42.17,12,5.4,mw,0.02,0.01,0,,84,57,-11,180,81,-146,-7e+16,4.5e+15,6.55e+16,3.03e+16,8.34e+16,1.57e+17,GCMT,,intraarc_shallow,,intraarc
72998,2008/05/28,-68.717,-21.734,125,5.5,mw,,,14.1,,111,12,-168,10,88,-79,6.5e+15,-4.24e+16,3.59e+16,-1.22e+16,-1.27e+17,-1.34e+16,CSN-improved,,slab_deep,88.4924316406,slab_deep
73000,2008/05/28,-68.8,-21.79,142.6,5.3,mw,0.01,0.01,1.2,,111,12,-168,10,88,-79,6.5e+15,-4.24e+16,3.59e+16,-1.22e+16,-1.27e+17,-1.34e+16,GCMT,,slab_deep,85.6419372559,slab_deep
73587,2008/07/08,-72,-16.26,125.7,6.2,mw,0.01,0.01,0.6,,177,44,-23,284,74,-132,-1.08e+18,3.67e+17,7.16e+17,1.51e+18,-3.51e+17,-1.93e+18,GCMT,,slab_deep,90.8824615479,slab_deep
73919,2008/07/25,-68.55,-22.44,137.4,5.2,mw,0.02,0.02,2.1,,131,15,-107,328,76,-86,-3.08e+16,1.08e+16,1.99e+16,3.26e+16,-5.3e+16,-2.2e+16,GCMT,,slab_deep,89.3129348755,slab_deep
73992,2008/08/01,-66.92,-22.49,216.9,5.3,mw,0.01,0.01,1.2,,111,21,-129,332,74,-76,-5.53e+16,2.55e+16,2.98e+16,4.85e+16,-9.02e+16,-5.92e+16,GCMT,,slab_deep,167.431274414,slab_deep
74255,2008/08/18,-68.55,-22.109,117,4.8,mw,,,,,119,30,-131,343,68,-69,-2.32e+16,-1.13e+15,2.43e+16,1.09e+16,-2.74e+16,-3.01e+16,ISC,,slab_deep,90.886680603,slab_deep
74254,2008/08/18,-68.74,-22.12,152.5,5,mw,0.03,0.02,3.2,,119,30,-131,343,68,-69,-2.32e+16,-1.13e+15,2.43e+16,1.09e+16,-2.74e+16,-3.01e+16,GCMT,,slab_deep,85.6539077759,slab_deep
74311,2008/08/21,-68.788,-25.03,120,5.5,mw,,,0,,170,39,-89,348,51,-91,-9.18e+16,-1.78e+16,1.1e+17,5.5e+15,-2.31e+16,-2.54e+16,CSN-improved,,slab_deep,84.2710418701,slab_deep
74312,2008/08/21,-69.13,-25.29,118,5.3,mw,0.01,0.01,1.4,,170,39,-89,348,51,-91,-9.18e+16,-1.78e+16,1.1e+17,5.5e+15,-2.31e+16,-2.54e+16,GCMT,,slab_deep,79.7250213623,slab_deep
74662,2008/09/10,-69.56,-20.41,36.1,5.75,mw,0.01,0.01,0.6,,289,44,138,52,62,54,3.28e+17,-5.65e+17,2.37e+17,1.53e+17,1.21e+17,-1.83e+17,GCMT,,forearc,67.7359085083,forearc
74686,2008/09/11,-69.46,-19.8,124.5,5.3,mw,0.01,0.02,1.5,,176,28,-80,345,62,-95,-7.73e+16,-8.6e+15,8.59e+16,1.76e+16,-5.38e+16,-1.68e+16,GCMT,,slab_deep,76.9621429443,slab_deep
74767,2008/09/15,-67.374,-24.14,216.0581,5.5,mw,,,,,182,28,-91,2,62,-90,-4.51e+16,-1.21e+16,5.72e+16,-1.41e+15,-3.4e+16,2.44e+15,CSN-improved,,slab_deep,125.560317993,slab_deep
74768,2008/09/15,-67.22,-24.34,201.8,5.1,mw,0.02,0.02,2.2,,182,28,-91,2,62,-90,-4.51e+16,-1.21e+16,5.72e+16,-1.41e+15,-3.4e+16,2.44e+15,GCMT,,slab_deep,132.862457275,slab_deep
74842,2008/09/20,-74.11,-16.35,51.8,5.4,mw,0.01,0.01,1,,303,37,44,176,65,119,1.05e+17,1.51e+16,-1.2e+17,-2.1e+15,-9.29e+16,9.8e+16,GCMT,,intra_slab,25.9944553375,intra_slab
75165,2008/10/01,-71.04,-35.03,118.6,5.2,mw,0.02,0.02,1.9,,288,4,-10,28,89,-94,1.03e+15,870000000000000,-1.9e+15,-3.48e+16,-6.46e+16,7.55e+15,GCMT,,slab_deep,83.2765274048,slab_deep
75351,2008/10/12,-65.23,-20.3,361.5,6.2,mw,0.01,0.01,0.5,,257,18,-2,349,89,-108,-2.1e+16,-3.3e+17,3.51e+17,3.85e+17,-2.13e+18,6.17e+17,GCMT,,slab_deep,316.582824707,slab_deep
75683,2008/10/27,-69.49,-27.18,138.4,5.1,mw,0.02,0.02,2.4,,304,56,37,191,60,140,3.46e+16,1.68e+16,-5.14e+16,-1.62e+16,-1.08e+16,3.33e+16,GCMT,,slab_deep,83.4608840942,slab_deep
75768,2008/10/30,-70.89,-23.86,41,5.3,mw,0.02,0.01,0.9,,10,30,85,196,60,93,7.99e+16,1.89e+16,-9.88e+16,-1.65e+16,-5.22e+16,-3.09e+16,GCMT,,intra_slab,19.88555336,intra_slab
76230,2008/11/23,-73.36,-36.38,37.8,5.3,mw,0.02,0.01,1.2,,11,22,111,169,69,82,6.56e+16,1.36e+16,-7.93e+16,1.81e+16,-7.7e+16,2.1e+15,GCMT,,intra_slab,24.6932125092,intra_slab
76416,2008/12/04,-68.64,-21.62,128.7,5.5,mw,0.01,0.01,1,,281,44,-46,47,60,-124,-1.82e+17,2.07e+17,-2.52e+16,-1.86e+16,-1.35e+17,6.87e+16,GCMT,,slab_deep,90.5581054688,slab_deep
76663,2008/12/16,-71.85,-29.91,63.4,5.1,mw,0.02,0.02,3.5,,290,29,-1,21,90,-119,-1.4e+15,1.99e+16,-1.86e+16,-1.4e+16,-4.6e+16,1.79e+16,GCMT,,intra_slab,19.9782409668,intra_slab
76687,2008/12/18,-72.13,-32.63,22.5,6.1,mw,0.01,0.01,0.3,,360,19,94,175,71,89,1.13e+18,1.18e+17,-1.25e+18,1.33e+17,-1.54e+18,6.2e+16,GCMT,,slab_interface,17.4651508331,slab_interface
76688,2008/12/18,-72.11,-32.62,20.7,5.9,mw,0.01,0.01,0.6,,350,18,83,177,72,92,4.43e+17,7.5e+15,-4.51e+17,2.46e+16,-6.1e+17,5.29e+16,GCMT,,slab_interface,18.600522995,slab_interface
76715,2008/12/19,-72.24,-32.66,22,5.4,mw,0.01,0.01,0.7,,359,20,90,179,70,90,9.47e+16,6.4e+15,-1.01e+17,1.5e+15,-1.17e+17,1.2e+15,GCMT,,slab_interface,15.2925252914,slab_interface
76714,2008/12/19,-72.1,-32.56,23.1,5.7,mw,0.01,0.01,0.5,,2,19,100,172,72,87,2.83e+17,1.64e+16,-2.99e+17,6.08e+16,-3.84e+17,1.69e+16,GCMT,,slab_interface,18.554479599,slab_interface
76716,2008/12/19,-71.97,-32.68,24.3,5.2,mw,0.03,0.02,2.2,,11,19,118,162,74,81,3.4e+16,2.46e+16,-5.86e+16,1.98e+16,-6.78e+16,1.2e+16,GCMT,,slab_interface,22.6492538452,slab_interface
76717,2008/12/19,-72.25,-32.6,29.4,5.2,mw,0.02,0.02,1,,351,23,82,180,67,93,4.93e+16,5.71e+15,-5.5e+16,-820000000000000,-4.97e+16,4.35e+15,GCMT,,intra_slab,15.2492809296,intra_slab
76794,2008/12/20,-68.14,-31.72,122.6,5.2,mw,0.02,0.01,1.9,,66,46,-52,198,56,-122,-6.91e+16,2.71e+16,4.2e+16,-1.31e+16,3.11e+16,5.76e+16,GCMT,,slab_deep,97.4480895996,slab_deep
76822,2008/12/21,-68.34,-22.94,142.1,5.2,mw,0.02,0.01,1.7,,193,11,-51,333,81,-97,-2.31e+16,-4.32e+15,2.74e+16,3.52e+16,-6.71e+16,-4.56e+15,GCMT,,slab_deep,92.1663589478,slab_deep
76838,2008/12/22,-69.3,-17.89,151.7,5,mw,0.03,0.02,4.2,,333,54,-135,213,55,-46,-2.86e+16,-1.4e+16,4.27e+16,1.99e+16,-490000000000000,2.95e+15,GCMT,,slab_deep,116.035217285,slab_deep
77296,2009/01/23,-71.22,-36.64,121.9,5.2,mw,0.02,0.02,3.3,,253,56,-16,352,77,-145,-1.52e+16,-1.56e+16,3.08e+16,2.43e+16,-3.69e+16,5.44e+16,GCMT,,slab_deep,101.001663208,slab_deep
77303,2009/01/24,-67.81,-18.92,200,5.1,mw,0.04,0.02,4,,174,59,173,268,84,31,1.08e+16,-1.47e+16,3.92e+15,-3.13e+16,-1.81e+15,5.4e+16,GCMT,,slab_deep,175.710357666,slab_deep
77420,2009/01/31,-69.54,-19.57,123.2,5.5,mw,0.01,0.01,0.9,,124,31,-148,6,75,-63,-7.87e+16,-4.95e+16,1.28e+17,-1.37e+16,-1.44e+17,-7.24e+16,GCMT,,slab_deep,76.2419967651,slab_deep
77540,2009/02/06,-71.62,-28.16,59.1,5.3,mw,0.01,0.01,1.4,,154,23,-107,352,68,-83,-8.29e+16,1.71e+16,6.59e+16,3.3e+15,-7.96e+16,-1.93e+16,GCMT,,intra_slab,15.7084980011,intra_slab
77693,2009/02/16,-70.15,-29.2,117.4,5.4,mw,0.01,0.01,1,,323,46,-32,77,67,-131,-7.62e+16,1.11e+17,-3.49e+16,-6.46e+16,-4.88e+16,-6.18e+16,GCMT,,slab_deep,79.4630966187,slab_deep
78095,2009/03/11,-69.29,-31.98,36.8,5.3,mw,0.01,0.01,0.5,,190,44,109,344,49,72,1.03e+17,1.97e+16,-1.23e+17,-2.14e+16,8e+15,7.8e+15,GCMT,,intraarc_shallow,,intraarc
78152,2009/03/15,-65.51,-31.22,198.6,5.2,mw,0.02,0.02,1.7,,149,40,-69,303,53,-107,-5.93e+16,2.89e+16,3.04e+16,2.06e+16,-1.81e+15,-3.83e+16,GCMT,,slab_deep,158.410202026,slab_deep
78193,2009/03/18,-69.07,-20.53,123.5,4.9,mw,0.03,0.02,3.8,,166,20,-60,314,72,-101,,,,,,,GCMT,,slab_deep,84.3932113647,slab_deep
78338,2009/03/27,-69.7,-19.27,132.5,5.4,mw,0.01,0.01,1,,179,13,-90,359,77,-90,-6.28e+16,-1.56e+16,7.84e+16,2.6e+15,-1.43e+17,-1.7e+15,GCMT,,slab_deep,74.8628387451,slab_deep
78469,2009/04/03,-66.71,-28.09,180.4,5.7,mw,0.01,0.01,0.7,,183,43,-31,297,69,-129,-2.23e+17,-2.46e+16,2.48e+17,2.56e+17,-4.14e+16,-2.53e+17,GCMT,,slab_deep,129.45362854,slab_deep
78760,2009/04/17,-70.733,-19.676,25.446,6,mw,,,,,165,70,90,345,20,90,1.09e+18,1.03e+17,-1.2e+18,3.9e+17,-1.03e+18,3.07e+17,CSN-improved,,slab_interface,27.71733284,slab_interface
78759,2009/04/17,-71.1,-19.72,31.9,6.1,mw,0.01,0.01,0.3,,355,24,102,161,67,85,1.09e+18,1.03e+17,-1.2e+18,3.9e+17,-1.03e+18,3.07e+17,GCMT,,intra_slab,18.4405403137,intra_slab
78792,2009/04/18,-68.408,-23.339,113,4.9,mw,,,,,182,54,-27,288,69,-141,-3.4e+16,680000000000000,3.33e+16,2.43e+16,-3.97e+15,-5.4e+16,ISC,,slab_deep,89.3671264648,slab_deep
78791,2009/04/18,-68.55,-23.34,145.6,5.2,mw,0.02,0.02,2.1,,182,54,-27,288,69,-141,-3.4e+16,680000000000000,3.33e+16,2.43e+16,-3.97e+15,-5.4e+16,GCMT,,slab_deep,86.1084747314,slab_deep
78928,2009/04/26,-69.49,-32.89,141,5.3,mw,0.02,0.01,1.2,,145,49,169,242,82,42,2.21e+16,-9.56e+16,7.34e+16,-6.57e+16,-5.3e+16,4.41e+16,GCMT,,slab_deep,106.143608093,slab_deep
79142,2009/05/08,-69.882,-32.038,118.3956,5.5,mw,,,,,185,48,-121,47,50,-60,-1.15e+17,1.7e+15,1.13e+17,-3.86e+16,1.47e+16,7.03e+16,CSN-improved,,slab_deep,97.635307312,slab_deep
79143,2009/05/08,-69.68,-32.02,109.7,5.4,mw,0.02,0.01,1.1,,185,48,-121,47,50,-60,-1.15e+17,1.7e+15,1.13e+17,-3.86e+16,1.47e+16,7.03e+16,GCMT,,slab_deep,100.733268738,slab_deep
79216,2009/05/12,-67.01,-22.36,192.8,5.2,mw,0.03,0.03,2.5,,218,10,-53,0,82,-96,-2.28e+16,7.45e+15,1.54e+16,1.57e+15,-6.94e+16,7.21e+15,GCMT,,slab_deep,162.280334473,slab_deep
79218,2009/05/12,-69.32,-20.14,120.7,5.1,mw,0.03,0.02,4,,153,18,-75,317,73,-95,-2.77e+16,8.27e+15,1.95e+16,2.99e+16,-3.11e+16,-1.77e+16,GCMT,,slab_deep,78.9918136597,slab_deep
79336,2009/05/17,-70.24,-27.39,101.7,5.2,mw,0.02,0.01,1.5,,356,29,-79,163,62,-96,-7.62e+16,1.79e+16,5.83e+16,-1.92e+16,4.01e+16,-5.8e+15,GCMT,,slab_deep,60.2103309631,slab_deep
79494,2009/05/25,-71.461,-28.55,50.1,5.4,mw,,,56.9,,192,20,-84,5,70,-92,-6.99e+16,1.07e+16,5.92e+16,-5.3e+15,-7.72e+16,8.3e+15,CSN-improved,,intra_slab,22.6667194366,intra_slab
79495,2009/05/25,-71.65,-28.69,56.3,5.3,mw,0.01,0.01,1.3,,192,20,-84,5,70,-92,-6.99e+16,1.07e+16,5.92e+16,-5.3e+15,-7.72e+16,8.3e+15,GCMT,,intra_slab,18.6106357574,intra_slab
79538,2009/05/27,-68.07,-23.8,150.4,5.2,mw,0.02,0.02,1.5,,160,27,-80,329,63,-95,-5.34e+16,-570000000000000,5.39e+16,2.44e+16,-3.89e+16,-3.53e+16,GCMT,,slab_deep,97.295501709,slab_deep
79823,2009/06/13,-71.08,-17.67,95.4,5.2,mw,0.01,0.01,2,,237,25,12,135,85,115,1.31e+16,-4.2e+16,2.88e+16,5.2e+16,-5.42e+16,1e+16,GCMT,,slab_deep,63.7680969238,slab_deep
79824,2009/06/13,-71.99,-30.8,33.9,5.1,mw,0.02,0.02,1.1,,352,29,88,175,61,91,3.77e+16,4.63e+15,-4.23e+16,1.69e+15,-2.47e+16,5.07e+15,GCMT,,intra_slab,18.2634220123,intra_slab
79941,2009/06/19,-69.08,-21.07,127.5,5.2,mw,0.02,0.01,1.6,,321,37,-91,143,53,-89,-6.79e+16,2.14e+16,4.66e+16,-1.34e+16,1.82e+16,-5.17e+16,GCMT,,slab_deep,80.3715744019,slab_deep
80242,2009/07/07,-71.57,-29.3,46.7,5.4,mw,0.01,0.01,1.8,,260,50,-174,165,85,-40,-1.32e+16,5.91e+16,-4.59e+16,-7.9e+15,9.98e+16,-1.05e+17,GCMT,,intra_slab,26.3061790466,intra_slab
80309,2009/07/12,-71.58,-30.71,65.6,5.2,mw,0.02,0.02,1.5,,360,32,99,169,58,84,5.77e+16,1.16e+16,-6.92e+16,7.89e+15,-3.06e+16,8.33e+15,GCMT,,intra_slab,31.3118209839,intra_slab
80328,2009/07/14,-67.52,-21.916,211.251,6.1,mw,,,,,280,8,-11,20,88,-98,-2.36e+16,4.28e+16,-1.92e+16,-1.45e+17,-3.96e+17,4.95e+16,CSN-improved,,slab_deep,136.622268677,slab_deep
80329,2009/07/14,-67.32,-21.97,196.7,5.7,mw,0.01,0.01,0.7,,280,8,-11,20,88,-98,-2.36e+16,4.28e+16,-1.92e+16,-1.45e+17,-3.96e+17,4.95e+16,GCMT,,slab_deep,147.645965576,slab_deep
80466,2009/07/25,-66.97,-24.16,211.6,5.2,mw,0.02,0.02,2.1,,200,18,-75,4,73,-95,-4.83e+16,8.21e+15,4.01e+16,-1.82e+15,-6.56e+16,8.49e+15,GCMT,,slab_deep,148.857269287,slab_deep
80518,2009/07/27,-67.156,-23.864,240.6618,6.1,mw,,,,,226,40,-56,5,58,-115,-1.25e+17,2.01e+16,1.05e+17,3.55e+16,-6.27e+16,5.48e+16,CSN-improved,,slab_deep,138.406173706,slab_deep
80519,2009/07/27,-66.93,-24.1,222.7,5.4,mw,0.02,0.01,1.3,,226,40,-56,5,58,-115,-1.25e+17,2.01e+16,1.05e+17,3.55e+16,-6.27e+16,5.48e+16,GCMT,,slab_deep,149.210372925,slab_deep
80745,2009/08/12,-66.71,-28.1,177.9,5.4,mw,0.01,0.01,0.9,,297,45,-126,162,55,-60,-1.41e+17,5.17e+16,8.92e+16,2.73e+16,6.28e+16,-1.07e+17,GCMT,,slab_deep,129.45362854,slab_deep
81409,2009/09/25,-71.9,-32.26,41.8,5.1,mw,0.03,0.02,1.8,,277,58,15,180,78,147,1.3e+16,-810000000000000,-1.22e+16,-7.46e+15,-2.54e+16,4.32e+16,GCMT,,intra_slab,23.6657028198,intra_slab
81595,2009/10/10,-71.067,-25.074,19.6,5.4,mw,,,15.7,,2,24,106,165,67,83,1.93e+17,1.37e+16,-2.07e+17,6.21e+16,-1.84e+17,2.92e+16,CSN-improved,,slab_interface,20.0141716003,slab_interface
81594,2009/10/10,-71.22,-25.02,17.3,5.6,mw,0.01,0.01,0.5,,2,24,106,165,67,83,1.93e+17,1.37e+16,-2.07e+17,6.21e+16,-1.84e+17,2.92e+16,GCMT,,slab_interface,16.4474525452,slab_interface
81596,2009/10/10,-71.2,-25.02,13.4,5.3,mw,0.01,0.02,0.7,,358,24,98,169,66,86,7.01e+16,1.33e+16,-8.34e+16,1.44e+16,-6.92e+16,1.16e+16,GCMT,,slab_interface,16.4474525452,slab_interface
81829,2009/10/28,-71.973,-32.795,11.2696,4.5,mw,,,,,164,43,86,349,47,94,3.88e+16,-2.59e+15,-3.62e+16,1.16e+15,2.98e+15,8.36e+15,CSN-improved,,slab_interface,22.7623958588,slab_interface
81826,2009/10/28,-72.05,-32.84,19,5,mw,0.02,0.03,1,,164,43,86,349,47,94,3.88e+16,-2.59e+15,-3.62e+16,1.16e+15,2.98e+15,8.36e+15,GCMT,,slab_interface,20.1255702972,slab_interface
81824,2009/10/28,-71.969,-32.809,12.3079,5.2,mw,,,,,164,43,86,349,47,94,3.88e+16,-2.59e+15,-3.62e+16,1.16e+15,2.98e+15,8.36e+15,CSN-improved,,slab_interface,22.7623958588,slab_interface
81849,2009/10/30,-71.99,-32.96,13.2,5,mw,0.02,0.03,1,,358,46,110,151,47,71,,,,,,,GCMT,,slab_interface,21.5932102203,slab_interface
81930,2009/11/04,-70.95,-25.75,55.9,5.1,mw,0.02,0.02,1.7,,32,38,128,167,61,64,4.02e+16,1.56e+16,-5.58e+16,1.23e+16,-2.37e+16,-9.96e+15,GCMT,,intra_slab,22.5883827209,intra_slab
82025,2009/11/11,-69.236,-19.647,108,4.7,mw,,,,,121,51,-148,9,66,-44,-2.05e+16,-9.83e+15,3.04e+16,-8.09e+15,-1.39e+16,-2.2e+16,ISC,,slab_deep,85.8875427246,slab_deep
82024,2009/11/11,-69.43,-19.26,126.8,5,mw,0.03,0.03,4.2,,121,51,-148,9,66,-44,-2.05e+16,-9.83e+15,3.04e+16,-8.09e+15,-1.39e+16,-2.2e+16,GCMT,,slab_deep,84.254737854,slab_deep
82052,2009/11/13,-70.423,-19.472,40,6.5,mw,,,5.2,0.1,160,66,89,342,24,92,5.28e+18,-1.2e+17,-5.16e+18,1.78e+18,-4.82e+18,2e+18,ISC-GEM,,slab_interface,43.0686264038,slab_interface
82053,2009/11/13,-71.01,-19.6,36.2,6.5,mw,0,0,0.2,,342,24,92,160,66,89,5.28e+18,-1.2e+17,-5.16e+18,1.78e+18,-4.82e+18,2e+18,GCMT,,intra_slab,21.7396430969,intra_slab
82071,2009/11/14,-66.618,-22.954,209,5.8,mw,,,,,180,11,-79,350,79,-92,-6.61e+17,-2.67e+17,9.28e+17,3.7e+17,-2.02e+18,-1.42e+17,ISC,,slab_deep,184.3099823,slab_deep
82070,2009/11/14,-66.83,-23.04,221.2,6.2,mw,0.01,0.01,0.4,,180,11,-79,350,79,-92,-6.61e+17,-2.67e+17,9.28e+17,3.7e+17,-2.02e+18,-1.42e+17,GCMT,,slab_deep,165.625106812,slab_deep
82086,2009/11/16,-71.04,-19.7,40.4,5.2,mw,0.02,0.02,1,,344,30,90,163,60,90,5.65e+16,3.26e+15,-5.97e+16,1.01e+16,-3.33e+16,2.06e+16,GCMT,,intra_slab,19.5983104706,intra_slab
82169,2009/11/22,-74.967,-39.634,7,5.9,mw,,,,,355,65,-110,216,32,-54,-6.99e+17,-1.9e+16,7.19e+17,1.77e+17,-1.16e+17,6.7e+16,USGS,,forearc,7.96626091003,forearc
82267,2009/11/29,-66.07,-22.1,272.7,5.4,mw,0.01,0.01,1,,67,12,164,173,87,78,2.4e+16,3.4e+15,-2.74e+16,2.52e+16,-1.76e+17,-3.53e+16,GCMT,,slab_deep,230.933441162,slab_deep
82616,2009/12/28,-70.7,-22.59,42.9,5.2,mw,0.02,0.01,1.3,,1,26,106,163,65,82,6.22e+16,1.04e+16,-7.26e+16,1.97e+16,-5.52e+16,1.33e+16,GCMT,,intra_slab,21.3822097778,intra_slab
82637,2009/12/29,-73.39,-36.78,43.4,5.1,mw,0.03,0.02,2.1,,1,21,95,175,69,88,3.37e+16,1.85e+15,-3.55e+16,3.6e+15,-3.76e+16,1.25e+15,GCMT,,intra_slab,25.8668289185,intra_slab
82744,2010/01/05,-74.19,-16.71,36,5.1,mw,0.02,0.01,1.4,,258,62,12,162,80,151,1.37e+16,-3.18e+16,1.81e+16,2.71e+15,-2.51e+16,4.43e+16,GCMT,,outer_rise,,outer_rise
82885,2010/01/18,-68.97,-31.48,116.1,5.4,mw,0.02,0.01,1,,231,37,-97,60,54,-85,-1.39e+17,9.78e+16,4.1e+16,-4.21e+16,-1.5e+16,7.08e+16,GCMT,,slab_deep,97.783416748,slab_deep
82896,2010/01/19,-65.74,-27.71,32.1,5.2,mw,0.02,0.01,1.4,,243,75,178,333,88,15,8.5e+15,6.4e+16,-7.25e+16,-1.04e+16,2.01e+16,-4.92e+16,GCMT,,backarc,,unclassified
83013,2010/01/28,-67.23,-23.544,219.4354,6.3,mw,,,,,325,75,-100,179,18,-57,-3.31e+17,-1.94e+17,5.25e+17,4.24e+17,-5.63e+17,-1.32e+17,CSN-improved,,slab_deep,134.693649292,slab_deep
83014,2010/01/28,-66.96,-23.64,204.5,5.9,mw,0.01,0.01,0.6,,202,24,-35,325,76,-110,-3.31e+17,-1.94e+17,5.25e+17,4.24e+17,-5.63e+17,-1.32e+17,GCMT,,slab_deep,152.782272339,slab_deep
