id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class_raw,sub_depth,class
24317,1995/10/01,-71.76,-31.33,89.7,5.4,mw,0.05,0.02,3.1,,180,18,-74,344,73,-95,-6.48e+16,-2.24e+16,8.72e+16,3.32e+16,-1.099e+17,-2.14e+16,GCMT,,intra_slab,27.1202087402,intra_slab
24328,1995/10/03,-72.65,-30.86,23.3,5.7,mw,0.03,0.04,1.9,,9,41,104,171,51,79,3.541e+17,7.67e+16,-4.308e+17,4.62e+16,-6.88e+16,4.3e+15,GCMT,,outer_rise,,outer_rise
24363,1995/10/12,-71.09,-23.01,22.2,5.6,mw,0.03,0.03,1.8,,26,27,127,165,69,73,1.755e+17,8.2e+15,-1.837e+17,8.07e+16,-1.737e+17,-2.51e+16,GCMT,,slab_interface,13.8628454208,slab_interface
24385,1995/10/16,-71.31,-23.5,15,5.7,mw,0.02,0.02,0,,17,27,115,170,66,78,2.955e+17,3.37e+16,-3.292e+17,7.64e+16,-2.562e+17,-1.93e+16,GCMT,,outer_rise,,outer_rise
24469,1995/10/31,-71.45,-28.91,15,5.7,mw,0.03,0.03,0,,20,11,128,162,81,83,1.23e+17,6.53e+16,-1.883e+17,1.412e+17,-4.378e+17,1.72e+16,GCMT,,slab_interface,26.1976680756,slab_interface
24476,1995/11/01,-71.68,-29.11,22,6.6,mw,0.01,0.01,0,,6,25,111,163,67,80,7.87e+18,8.3e+17,-8.7e+18,2.831e+18,-7.203e+18,1.021e+18,GCMT,,slab_interface,20.261297226,slab_interface
24519,1995/11/06,-68.45,-18.97,46.5,5.3,mw,0.06,0.03,3,,237,78,8,145,82,167,6.94e+16,-1.522e+17,8.28e+16,1.1e+16,-8.4e+15,4.75e+16,GCMT,,intraarc_deep,,intraarc
24599,1995/11/21,-72.3,-33.33,16.2,5.7,mw,0.02,0.03,1.2,,355,20,84,181,71,92,2.851e+17,-1.14e+16,-2.737e+17,-1.42e+16,-3.457e+17,9.7e+15,GCMT,,slab_interface,15.6360378265,slab_interface
24646,1995/11/27,-70.47,-22.65,67.9,5.3,mw,0.06,0.03,4.5,,216,27,-19,323,82,-115,-3.495e+16,-2.656e+16,6.151e+16,7.766e+16,-6.641e+16,1.275e+16,GCMT,,intra_slab,28.1997947693,intra_slab
24664,1995/11/30,-71.48,-27.93,15,5.7,mw,0.02,0.02,0,,12,21,109,171,70,83,2.968e+17,1.62e+16,-3.131e+17,7.45e+16,-3.561e+17,-7.2e+15,GCMT,,slab_interface,16.5450363159,slab_interface
25081,1996/02/22,-72,-33.53,50,5.9,mw,0.02,0.01,0,,93,40,49,321,61,119,5.769e+17,-5.615e+17,-1.54e+16,-1.019e+17,3.726e+17,3.827e+17,GCMT,,intra_slab,23.7322387695,intra_slab
25154,1996/03/07,-70.285,-23.267,31.3,5.5,mw,,,,,3,14,98,174,76,88,1.134e+17,-7.3e+15,-1.061e+17,2.33e+16,-2.013e+17,1.7e+15,USGS,,slab_interface,34.571269989,slab_interface
25155,1996/03/07,-70.75,-23.45,27.7,5.5,mw,0.04,0.04,2,,3,14,98,174,76,88,1.134e+17,-7.3e+15,-1.061e+17,2.33e+16,-2.013e+17,1.7e+15,GCMT,,slab_interface,22.3396034241,slab_interface
25180,1996/03/11,-71.45,-42.34,134.4,5.3,mw,0.05,0.03,1.5,,208,13,40,79,82,100,1.55e+16,-4.06e+16,2.51e+16,1.113e+17,2.84e+16,-3.69e+16,GCMT,,intraarc_deep,,intraarc
25356,1996/04/19,-70.58,-23.95,50,6.6,mw,0.01,0.01,0.7,,11,19,109,171,72,83,4.747e+18,6.55e+17,-5.402e+18,1.316e+18,-6.595e+18,1.8e+16,GCMT,,intra_slab,28.2168197632,intra_slab
25360,1996/04/20,-66.88,-24.15,190.7,5.4,mw,0.06,0.07,2.7,,198,29,-75,1,62,-98,-1.06e+17,-9.4e+15,1.154e+17,6e+15,-7.66e+16,1.94e+16,GCMT,,slab_deep,152.078430176,slab_deep
25388,1996/04/25,-71.52,-30.24,72.6,5.2,mw,0.08,0.06,5,,7,42,-82,177,48,-97,-8.548e+16,1.839e+16,6.708e+16,-9.03e+15,8.85e+15,2.06e+15,GCMT,,intra_slab,33.7139892578,intra_slab
25506,1996/05/18,-69.08,-23.85,116.4,5.3,mw,0.04,0.03,2,,208,33,-51,344,65,-112,-8.691e+16,-1.14e+15,8.805e+16,4.458e+16,-6.158e+16,1.515e+16,GCMT,,slab_deep,74.980178833,slab_deep
25658,1996/06/25,-70.6,-25.15,37.4,5.2,mw,0.08,0.08,7.2,,331,20,72,170,71,96,3.574e+16,9.41e+15,-4.516e+16,9.21e+15,-5.553e+16,1.878e+16,GCMT,,slab_interface,33.5190963745,slab_interface
25705,1996/07/03,-71.22,-23.24,15,5.9,mw,0.02,0.02,0,,20,25,122,165,69,76,4.807e+17,7.82e+16,-5.589e+17,1.94e+17,-5.224e+17,-2.52e+16,GCMT,,slab_interface,12.5537137985,slab_interface
25830,1996/08/01,-70.84,-18.22,97.5,5.1,mw,0.08,0.08,6.3,,230,35,-28,344,74,-122,-2.84e+16,-9.35e+15,3.775e+16,2.733e+16,-4.06e+16,2.087e+16,GCMT,,slab_deep,53.0916175842,slab_deep
25876,1996/08/14,-72.81,-42.36,33,5.2,mw,0.11,0.1,0,,215,29,-11,314,85,-119,-6.95e+15,-3.253e+16,3.948e+16,3.276e+16,-5.419e+16,-2.383e+16,GCMT,,intraarc_shallow,,intraarc
25883,1996/08/15,-71.25,-17.45,72,5.3,mw,0.05,0.04,4.1,,149,39,-174,55,87,-51,-1.325e+16,-6.233e+16,7.557e+16,-7.263e+16,-6.236e+16,3.931e+16,GCMT,,slab_deep,67.2041091919,slab_deep
25958,1996/08/31,-73.12,-53.43,30.2,4.9,mw,0.26,0.08,9.4,,316,59,-16,54,77,-148,,,,,,,GCMT,,unclassified,,unclassified
25994,1996/09/09,-71.44,-31.94,42,6.1,mw,,,,,351,52,63,211,45,120,7.549e+17,2.167e+17,-9.717e+17,-2.657e+17,-3.075e+17,8.27e+16,ISC,,slab_interface,40.1484718323,slab_interface
25995,1996/09/09,-71.94,-32.06,49,5.9,mw,0.01,0.01,0,,334,40,55,196,58,116,7.549e+17,2.167e+17,-9.717e+17,-2.657e+17,-3.075e+17,8.27e+16,GCMT,,intra_slab,21.9559230804,intra_slab
26033,1996/09/21,-67.538,-19.162,207.3,5.7,mw,,,5.4,0.1,348,89,-148,258,58,-1,-2.63e+16,-1.351e+17,1.614e+17,2.58e+16,-2.121e+17,3.141e+17,ISC-GEM,,slab_deep,186.256408691,slab_deep
26034,1996/09/21,-67.22,-18.76,215.5,5.7,mw,0.08,0.07,3.1,,258,58,-1,348,89,-148,-2.63e+16,-1.351e+17,1.614e+17,2.58e+16,-2.121e+17,3.141e+17,GCMT,,slab_deep,216.821090698,slab_deep
26134,1996/10/25,-70.28,-17.35,127.3,5.6,mw,0.03,0.02,1.3,,196,23,-47,331,73,-106,-1.515e+17,-9.36e+16,2.451e+17,1.327e+17,-2.493e+17,-7.84e+16,GCMT,,slab_deep,99.395362854,slab_deep
26376,1996/12/18,-71.17,-24.98,30,5.5,mw,0.04,0.04,2.2,,180,44,75,21,48,104,2.163e+17,-6.02e+16,-1.561e+17,5.46e+16,1.9e+15,-1.65e+16,GCMT,,intra_slab,17.5620307922,intra_slab
26549,1997/01/23,-65.92,-22.04,281.6,7.1,mw,0.01,0.01,0.3,,85,4,-175,351,90,-86,-1.3e+17,3.2e+17,-1.9e+17,9.55e+18,-5.703e+19,-3.69e+18,GCMT,,slab_deep,242.776245117,slab_deep
26653,1997/02/10,-68.31,-32.98,151.6,5.3,mw,0.08,0.07,2.6,,317,15,-31,77,82,-103,-2.933e+16,3.393e+16,-4.6e+15,-9.537e+16,-2.647e+16,-1.622e+16,GCMT,,slab_deep,131.276855469,slab_deep
26796,1997/03/09,-71.52,-29.91,43,6.2,mw,0.01,0.01,0,,6,34,86,191,57,93,1.89e+18,2e+15,-1.892e+18,-2.09e+17,-7.88e+17,-3.04e+17,GCMT,,slab_interface,31.9496879578,slab_interface
26803,1997/03/10,-71.58,-30.11,49.6,5.6,mw,0.02,0.02,1.5,,10,38,94,184,52,87,3.564e+17,-6.62e+16,-2.902e+17,1.09e+16,-8.04e+16,-2.84e+16,GCMT,,intra_slab,28.9933624268,intra_slab
26898,1997/03/25,-70.62,-33.45,89.9,5.5,mw,0.04,0.03,2.4,,158,59,-161,58,74,-33,-6.04e+16,-1.123e+17,1.727e+17,-1.128e+17,-8e+15,1.068e+17,GCMT,,slab_deep,77.6505508423,slab_deep
26937,1997/04/01,-69.457,-18.291,112,5.9,mw,,,,,347,82,-55,88,36,-166,-7.86e+17,-7.01e+17,1.487e+18,5.34e+17,-1.309e+18,2.46e+17,ISC,,slab_deep,101.270797729,slab_deep
26935,1997/04/01,-69.54,-18.32,117.7,6.1,mw,0.01,0.01,0.8,,222,32,-30,339,75,-118,-7.86e+17,-7.01e+17,1.487e+18,5.34e+17,-1.309e+18,2.46e+17,GCMT,,slab_deep,97.7129821777,slab_deep
26936,1997/04/01,-69.62,-18.07,106.4,6.1,mw,0.03,0.03,1.8,,188,21,-51,327,74,-104,-7.21e+17,-5.08e+17,1.229e+18,7.76e+17,-1.38e+18,-7.16e+17,GCMT,,slab_deep,101.37978363,slab_deep
27020,1997/04/13,-71.87,-18.56,50.5,5.5,mw,0.03,0.03,1.7,,328,36,95,142,54,86,1.931e+17,-4.91e+16,-1.44e+17,4.93e+16,-5.44e+16,1.324e+17,GCMT,,intra_slab,15.7989339828,intra_slab
27053,1997/04/20,-70.39,-33.85,115.5,5.6,mw,0.03,0.02,1.2,,181,13,-93,4,77,-89,-1.077e+17,-3e+16,1.378e+17,-1.85e+16,-2.522e+17,8.3e+15,GCMT,,slab_deep,88.4995574951,slab_deep
27149,1997/05/09,-66.986,-24.287,174,4.9,mw,,,,,233,32,-41,0,70,-115,-4.498e+16,-5.43e+15,5.041e+16,6.82e+15,-5.394e+16,3.336e+16,ISC,,slab_deep,144.729705811,slab_deep
27148,1997/05/09,-67.07,-24.08,210.9,5.2,mw,0.11,0.12,4.9,,233,32,-41,0,70,-115,-4.498e+16,-5.43e+15,5.041e+16,6.82e+15,-5.394e+16,3.336e+16,GCMT,,slab_deep,142.925888062,slab_deep
27165,1997/05/11,-66.928,-24.603,192.7,5.2,mw,,,,,197,26,-40,324,74,-110,-2.488e+16,-1.844e+16,4.331e+16,2.57e+16,-4.051e+16,-1.951e+16,USGS,,slab_deep,145.641555786,slab_deep
27166,1997/05/11,-66.95,-23.95,201.9,5.1,mw,0.12,0.13,5.1,,197,26,-40,324,74,-110,-2.488e+16,-1.844e+16,4.331e+16,2.57e+16,-4.051e+16,-1.951e+16,GCMT,,slab_deep,150.305236816,slab_deep
27202,1997/05/17,-70.06,-27.06,121.1,5.5,mw,0.04,0.03,1.6,,251,23,-168,150,85,-67,-4.66e+16,1.03e+17,-5.64e+16,-8.46e+16,1.991e+17,-3.94e+16,GCMT,,slab_deep,66.3587722778,slab_deep
27255,1997/05/25,-71.2,-23.24,15,5.5,mw,0.03,0.03,0,,0,25,92,178,65,89,1.471e+17,3.47e+16,-1.818e+17,5.3e+15,-1.346e+17,5e+15,GCMT,,slab_interface,12.5537137985,slab_interface
27328,1997/06/09,-71.83,-32.08,67.3,5.1,mw,0.08,0.08,8.1,,266,39,-9,3,85,-129,-1.055e+16,-1.36e+15,1.191e+16,-8.4e+15,-4.72e+16,4.082e+16,GCMT,,intra_slab,25.0302066803,intra_slab
27393,1997/06/19,-70.19,-33.15,115.9,5.4,mw,0.04,0.03,2,,150,24,-137,20,74,-72,-7.006e+16,-9.93e+15,7.998e+16,-5.121e+16,-9.756e+16,-1.321e+16,GCMT,,slab_deep,89.0609741211,slab_deep
27470,1997/07/06,-72.21,-30.22,15,6.8,mw,0,0.01,0,,0,21,92,178,69,89,1.315e+19,-8.8e+17,-1.227e+19,6.5e+17,-1.448e+19,1.7e+17,GCMT,,slab_interface,12.8989772797,slab_interface
27472,1997/07/06,-71.863,-30.164,33,5.8,mw,,,,,352,24,80,183,66,95,3.727e+17,2.25e+16,-3.952e+17,-3.22e+16,-3.46e+17,1.85e+16,USGS,,slab_interface,20.7917976379,slab_interface
27473,1997/07/06,-72.46,-30.26,15,5.7,mw,0.02,0.02,0,,352,24,80,183,66,95,3.727e+17,2.25e+16,-3.952e+17,-3.22e+16,-3.46e+17,1.85e+16,GCMT,,slab_interface,9.34410953522,slab_interface
27498,1997/07/10,-71.25,-22.95,15,5.8,mw,0.02,0.02,0,,14,17,100,184,73,87,4.07e+17,-6.8e+15,-4.003e+17,-2.92e+16,-6.049e+17,-6.3e+16,GCMT,,slab_interface,11.3583869934,slab_interface
27507,1997/07/11,-69.71,-18.93,131.3,5.4,mw,0.05,0.04,1.9,,154,12,-106,351,78,-86,-5.33e+16,-1.35e+16,6.68e+16,2.24e+16,-1.421e+17,-2.35e+16,GCMT,,slab_deep,79.9652404785,slab_deep
27511,1997/07/12,-68.39,-21.5,141,5.2,mw,0.08,0.04,2.1,,117,40,-129,343,60,-63,-6.361e+16,1.968e+16,4.393e+16,-660000000000000,-3.937e+16,-5.635e+16,GCMT,,slab_deep,98.5170669556,slab_deep
27517,1997/07/13,-68.53,-23.34,140.5,5.3,mw,0.14,0.09,4.7,,193,63,18,95,74,152,6.91e+15,-2.74e+16,2.049e+16,4.973e+16,-5.105e+16,-8.226e+16,GCMT,,slab_deep,86.1084747314,slab_deep
27553,1997/07/19,-71.557,-29.274,16,5.8,mw,,,,,315,55,60,180,45,126,4.92e+17,1.913e+17,-6.833e+17,-2.901e+17,-2.58e+17,2.502e+17,ISC,,forearc,25.9306564331,forearc
27552,1997/07/19,-72.05,-29.54,32.9,5.9,mw,0.02,0.02,1.2,,315,47,40,195,62,129,4.92e+17,1.913e+17,-6.833e+17,-2.901e+17,-2.58e+17,2.502e+17,GCMT,,intra_slab,14.2228221893,intra_slab
27556,1997/07/20,-66.272,-22.878,246,5.8,mw,,,,,55,75,-110,290,25,-38,-6.844e+17,9.392e+17,-2.548e+17,-9.934e+17,-7.946e+17,2.083e+17,ISC,,slab_deep,211.769012451,slab_deep
27555,1997/07/20,-66.12,-22.82,271.3,6.1,mw,0.01,0.01,0.6,,289,24,-39,55,75,-109,-6.844e+17,9.392e+17,-2.548e+17,-9.934e+17,-7.946e+17,2.083e+17,GCMT,,slab_deep,225.052581787,slab_deep
27562,1997/07/21,-72.52,-29.86,15,5.4,mw,0.05,0.04,0,,14,22,109,173,70,83,1.171e+17,-1.29e+16,-1.042e+17,2.51e+16,-1.24e+17,-8.8e+15,GCMT,,outer_rise,,outer_rise
27561,1997/07/21,-71.79,-30.72,15,5.9,mw,0.05,0.03,0,,29,27,123,173,67,74,5.858e+17,1.049e+17,-6.908e+17,1.44e+17,-5.884e+17,-1.37e+17,GCMT,,slab_interface,23.8981742859,slab_interface
27569,1997/07/22,-71.909,-30.403,38.8,5.4,mw,,,13.4,0.1,14,21,59,227,72,101,1.115e+17,-3.31e+16,-7.84e+16,-1.038e+17,-6.34e+16,-4.5e+15,ISC-GEM,,slab_interface,20.0706443787,slab_interface
27570,1997/07/22,-72.38,-30.71,15,5.4,mw,0.06,0.06,0,,14,21,59,227,72,101,1.115e+17,-3.31e+16,-7.84e+16,-1.038e+17,-6.34e+16,-4.5e+15,GCMT,,slab_interface,10.4621477127,slab_interface
27589,1997/07/24,-72.63,-30.63,15,5.7,mw,0.02,0.02,0,,0,31,91,179,59,89,3.26e+17,2.48e+16,-3.508e+17,7e+15,-1.768e+17,4.8e+15,GCMT,,outer_rise,,outer_rise
27603,1997/07/25,-72.37,-30.54,15,6,mw,0.01,0.01,0,,345,26,78,178,65,96,1.158e+18,-8e+16,-1.079e+18,-4.5e+16,-9.27e+17,1.53e+17,GCMT,,slab_interface,10.98325634,slab_interface
27604,1997/07/25,-72.3,-30.69,15,6,mw,0.04,0.04,0,,358,25,79,191,66,95,1.088e+18,-7.9e+16,-1.01e+18,-2.3e+17,-8.91e+17,-6.2e+16,GCMT,,slab_interface,11.9408006668,slab_interface
27633,1997/07/27,-71.877,-30.458,26,5.5,mw,,,,,354,19,86,178,71,91,1.917e+18,-1.14e+17,-1.803e+18,5.3e+16,-2.347e+18,1.27e+17,ISC,,slab_interface,20.1970233917,slab_interface
27632,1997/07/27,-72.41,-30.64,15,6.3,mw,0.01,0.01,0,,354,19,86,178,71,91,1.917e+18,-1.14e+17,-1.803e+18,5.3e+16,-2.347e+18,1.27e+17,GCMT,,slab_interface,10.4029417038,slab_interface
27655,1997/07/29,-72.96,-30.87,42.2,5.2,mw,0.07,0.1,5.8,,340,46,65,194,49,114,4.938e+16,3.316e+16,-8.254e+16,-5.69e+15,-3.93e+15,4.82e+15,GCMT,,outer_rise,,outer_rise
27686,1997/08/06,-71.89,-30.67,15,5.5,mw,0,0,0,,339,5,63,186,85,92,6.06e+16,-3.27e+16,-2.79e+16,-3e+16,-2.522e+17,1.17e+16,GCMT,,slab_interface,20.6750335693,slab_interface
27755,1997/08/18,-72.42,-30.08,15,5.7,mw,0.02,0.02,0,,4,24,96,177,66,87,3.147e+17,-1.83e+16,-2.964e+17,2.38e+16,-2.769e+17,-3.4e+15,GCMT,,slab_interface,9.79175567627,slab_interface
27809,1997/08/29,-68.68,-22.12,127.1,5.2,mw,0.11,0.09,5.6,,149,17,-120,0,75,-81,-4.024e+16,-3.21e+15,4.346e+16,-3.09e+15,-7.109e+16,-1.249e+16,GCMT,,slab_deep,86.9344100952,slab_deep
27962,1997/09/28,-68.31,-22.22,146.3,5.5,mw,0.04,0.04,1.5,,328,38,-117,181,57,-71,-2.155e+17,-1.96e+16,2.351e+17,4.06e+16,9.42e+16,-7.22e+16,GCMT,,slab_deep,97.7939147949,slab_deep
28033,1997/10/15,-71.42,-31.06,69.8,7.1,mw,0.01,0.01,0.5,,315,12,-128,173,80,-83,-1.588e+19,1.69e+18,1.419e+19,-4.51e+18,4.588e+19,-7.99e+18,GCMT,,intra_slab,41.2809715271,intra_slab
28194,1997/10/26,-70.5,-26.47,65.9,5.2,mw,0.08,0.04,5.1,,139,56,-42,255,57,-138,-4.966e+16,5.977e+16,-1.012e+16,2.039e+16,6.393e+16,-2.408e+16,GCMT,,intra_slab,41.3647499084,intra_slab
28250,1997/11/03,-71.69,-30.99,51,6.2,mw,0.01,0.01,0,,352,31,88,175,59,91,,,,,,,GCMT,,intra_slab,28.1899147034,intra_slab
28300,1997/11/09,-72.18,-30.06,32.1,5.3,mw,0.12,0.13,10.7,,325,29,32,206,75,115,4.698e+16,1.825e+16,-6.524e+16,-4.821e+16,-6.347e+16,1.123e+16,GCMT,,slab_interface,12.6494007111,slab_interface
28443,1997/12/09,-68.7,-20.14,151.7,5.7,mw,0.04,0.04,1.4,,252,46,4,160,87,136,1.56e+16,-1.855e+17,1.698e+17,6.07e+16,-2.565e+17,2.081e+17,GCMT,,slab_deep,99.3248291016,slab_deep
28502,1997/12/18,-72.92,-41.99,44.2,5.2,mw,0.16,0.07,7.7,,87,27,37,323,74,112,3.339e+16,-3.686e+16,3.47e+15,-2.889e+16,4.644e+16,2.567e+16,GCMT,,forearc,73.4377441406,forearc
28629,1998/01/12,-70.81,-24.99,37.1,5.6,mw,0.03,0.03,2.3,,336,22,74,173,69,96,1.84e+17,4.36e+16,-2.277e+17,2.5e+16,-2.273e+17,7.13e+16,GCMT,,slab_interface,26.7613697052,slab_interface
28626,1998/01/12,-71.41,-30.985,34.8,6.6,mw,,,,,10,35,115,160,59,74,6.913e+18,9.1e+16,-7.004e+18,5.56e+17,-5.18e+18,6.83e+17,USGS,,slab_interface,41.1418037415,slab_interface
28628,1998/01/12,-71.516,-31.006,41,5.8,mw,,,,,10,35,115,160,59,74,6.913e+18,9.1e+16,-7.004e+18,5.56e+17,-5.18e+18,6.83e+17,ISC,,slab_interface,36.5030975342,slab_interface
28627,1998/01/12,-71.87,-31.25,35,6.6,mw,0.01,0.01,0,,355,27,91,174,63,90,6.913e+18,9.1e+16,-7.004e+18,5.56e+17,-5.18e+18,6.83e+17,GCMT,,slab_interface,23.5010108948,slab_interface
28662,1998/01/14,-68.16,-31.82,134.5,5.2,mw,0.08,0.06,3,,176,31,-123,34,65,-72,-6.84e+16,1.306e+16,5.534e+16,-4.489e+16,-2.975e+16,4.83e+15,GCMT,,slab_deep,99.0241012573,slab_deep
28747,1998/01/26,-66.44,-23.02,232.1,5.3,mw,0.15,0.11,6.1,,125,35,-142,2,69,-61,-5.125e+16,-1.814e+16,6.939e+16,-4.44e+15,-5.926e+16,-4.581e+16,GCMT,,slab_deep,195.110427856,slab_deep
28776,1998/01/30,-70.62,-24.02,41,7,mw,0.01,0.01,0,,8,17,105,172,74,86,2.26e+19,3.07e+18,-2.567e+19,5.65e+18,-3.669e+19,4.8e+17,GCMT,,slab_interface,28.439157486,slab_interface
28804,1998/02/06,-70.76,-22.41,85,5.5,mw,0.03,0.05,2.9,,133,58,-166,36,78,-33,-7.96e+16,-1.348e+17,2.143e+17,-3.54e+16,-7.57e+16,-2.09e+16,GCMT,,intra_slab,19.7809104919,intra_slab
28821,1998/02/10,-74.43,-16.29,33.8,5.4,mw,0.06,0.05,3.8,,298,35,40,173,68,118,8.623e+16,-1.068e+16,-7.554e+16,-7.67e+15,-9.335e+16,7.622e+16,GCMT,,outer_rise,,outer_rise
28940,1998/03/01,-66.005,-18.441,35,4.8,mw,,,,,354,50,172,90,84,41,4.54e+15,-1.96e+15,-2.59e+15,6.068e+16,2.599e+16,6.819e+16,ISC,,backarc,,unclassified
28939,1998/03/01,-65.44,-18.2,42.9,5.2,mw,0.08,0.08,7.8,,354,50,172,90,84,41,4.54e+15,-1.96e+15,-2.59e+15,6.068e+16,2.599e+16,6.819e+16,GCMT,,backarc,,unclassified
28965,1998/03/04,-69.86,-17.42,142.3,5.3,mw,0.08,0.07,2.8,,237,31,10,138,85,121,1.739e+16,-5.844e+16,4.104e+16,4.722e+16,-7.178e+16,6.98e+15,GCMT,,slab_deep,111.067237854,slab_deep
29030,1998/03/13,-66.17,-22.67,253.7,5.3,mw,0.13,0.09,4.4,,292,20,28,176,81,108,3.04e+16,-4.34e+15,-2.606e+16,1.05e+15,-8.957e+16,3.312e+16,GCMT,,slab_deep,221.608535767,slab_deep
29114,1998/03/25,-66.908,-24.333,182,5.4,mw,,,,,201,32,-55,342,64,-110,-1.671e+17,-1.045e+17,2.716e+17,4.81e+16,-1.458e+17,-1.1e+16,ISC,,slab_deep,150.579162598,slab_deep
29113,1998/03/25,-66.97,-23.93,208.4,5.6,mw,0.09,0.11,4.1,,201,32,-55,342,64,-110,-1.671e+17,-1.045e+17,2.716e+17,4.81e+16,-1.458e+17,-1.1e+16,GCMT,,slab_deep,150.305236816,slab_deep
29168,1998/04/01,-74.874,-40.316,9,6.7,mw,,,,,350,65,-90,170,25,-90,-1.18e+19,8.1e+17,1.099e+19,1.5e+17,-3.5e+17,3.72e+18,USGS,,slab_interface,9.39029884338,slab_interface
29233,1998/04/10,-70.19,-21.41,83.8,5.4,mw,0.04,0.03,2.3,,167,82,5,76,85,172,-3e+16,9.78e+16,-6.78e+16,3.37e+16,-1.61e+16,-1.564e+17,GCMT,,intra_slab,36.2558479309,intra_slab
29480,1998/05/09,-72.02,-18.8,53.1,5.1,mw,0.12,0.08,6,,330,30,100,139,60,84,5.448e+16,-1.878e+16,-3.57e+16,2.231e+16,-2.035e+16,2.022e+16,GCMT,,intra_slab,10.859667778,intra_slab
29590,1998/05/22,-65.2,-17.6,15,6.6,mw,0.01,0.01,0,,186,79,-178,96,88,-11,3.69e+17,1.438e+18,-1.807e+18,-1.563e+18,5.77e+17,8.114e+18,GCMT,,backarc,,unclassified
29629,1998/05/24,-72.334,-17.003,49,4.9,mw,,,,,313,34,81,144,56,96,9.076e+16,-3.384e+16,-5.692e+16,2.441e+16,-3.733e+16,8.017e+16,ISC,,slab_interface,48.8688812256,slab_interface
29628,1998/05/24,-72.99,-17.27,54.7,5.3,mw,0.05,0.05,3.2,,313,34,81,144,56,96,9.076e+16,-3.384e+16,-5.692e+16,2.441e+16,-3.733e+16,8.017e+16,GCMT,,intra_slab,22.262714386,intra_slab
29642,1998/05/26,-65.34,-17.8,28.6,5.4,mw,0.06,0.08,6,,204,64,-168,109,79,-27,2.65e+15,7.69e+16,-7.955e+16,-4.902e+16,6.583e+16,9.088e+16,GCMT,,backarc,,unclassified
29655,1998/05/29,-65.34,-17.64,35.2,5.4,mw,0.04,0.05,4.9,,84,81,2,353,88,171,1.19e+16,-4.09e+16,2.9e+16,-500000000000000,2.38e+16,1.5e+17,GCMT,,backarc,,unclassified
29666,1998/06/03,-70.76,-23.88,28.6,5.5,mw,0.04,0.04,2.7,,13,16,113,170,76,84,8.58e+16,1.29e+16,-9.87e+16,3.3e+16,-1.604e+17,-600000000000000,GCMT,,slab_interface,23.845911026,slab_interface
29714,1998/06/06,-73.2,-36.56,15,5.2,mw,0,0,0,,341,12,65,186,79,95,4.205e+16,-1.827e+16,-2.378e+16,-1.251e+16,-7.858e+16,6.68e+15,GCMT,,slab_interface,29.3792037964,slab_interface
29723,1998/06/07,-67.77,-31.48,124.7,5.9,mw,0.01,0.01,0.6,,148,54,-145,36,62,-42,-4.43e+17,-3.694e+17,8.124e+17,-3.63e+17,-9.25e+16,4.14e+16,GCMT,,slab_deep,96.65599823,slab_deep
29862,1998/06/22,-66.37,-28.06,181,5.4,mw,0.14,0.16,5.9,,210,66,-18,307,73,-155,-3.52e+16,-1.108e+17,1.46e+17,7.06e+16,-500000000000000,-5.48e+16,GCMT,,slab_deep,143.860122681,slab_deep
29925,1998/06/30,-66.628,-23.894,202,5,mw,,,,,283,6,6,187,89,96,-1.3e+16,3.84e+16,-2.54e+16,-1.48e+16,-1.574e+17,9.2e+15,ISC,,slab_deep,171.494766235,slab_deep
29924,1998/06/30,-66.55,-23.7,233,5.4,mw,0.06,0.04,2.1,,283,6,6,187,89,96,-1.3e+16,3.84e+16,-2.54e+16,-1.48e+16,-1.574e+17,9.2e+15,GCMT,,slab_deep,180.780090332,slab_deep
30122,1998/07/18,-71.2,-28.58,27.6,5.4,mw,0.04,0.05,2.8,,8,17,119,158,75,82,8.01e+16,1.43e+16,-9.44e+16,5.77e+16,-1.345e+17,1.67e+16,GCMT,,slab_interface,31.6905326843,slab_interface
30224,1998/07/29,-71.67,-32.3,58,6.4,mw,0.01,0.01,0,,181,40,116,329,55,70,4.75e+18,-8.5e+16,-4.666e+18,-1.81e+18,8.31e+17,1.261e+18,GCMT,,intra_slab,32.1394309998,intra_slab
30561,1998/08/24,-69.32,-32.84,115,5.1,mw,0.18,0.21,8.9,,102,29,-106,300,62,-81,-4.466e+16,4.109e+16,3.57e+15,2.462e+16,-1.851e+16,-1.772e+16,GCMT,,slab_deep,109.981773376,slab_deep
30606,1998/08/30,-66.72,-23.62,216.8,5.6,mw,0.03,0.02,1.1,,235,8,-32,357,86,-97,-3.89e+16,-3.23e+16,7.12e+16,1.71e+16,-3.309e+17,3.7e+16,GCMT,,slab_deep,170.68447876,slab_deep
30620,1998/09/03,-71.97,-29.56,34,6.5,mw,0.01,0.01,0,,332,20,44,199,76,105,3.39e+18,9.01e+17,-4.292e+18,-2.587e+18,-6.107e+18,3.5e+17,GCMT,,intra_slab,16.2865829468,intra_slab
30676,1998/09/10,-71.11,-20.24,27.9,5.3,mw,0.09,0.07,5.4,,3,18,95,178,72,88,6.363e+16,2.41e+15,-6.604e+16,4.67e+15,-8.991e+16,10000000000000,GCMT,,slab_interface,14.7795810699,slab_interface
