class,band,n,thk_med,dz_q05,dz_q25,dz_q50,dz_q75,dz_q95,fz_q05,fz_q25,fz_q50,fz_q75,fz_q95
intra_slab,south,325,65.0757904053,10.450544204719998,16.7738494873,19.8377399445,24.465460777300002,36.424259113754026,0.156265996704823,0.2662590225081219,0.31216821007774914,0.39368594088756154,0.5751592293330414
intra_slab,centre,1772,74.25856399535,13.956313648234998,17.712403964975,22.005523300200004,29.7013451424,47.63972530360497,0.1865410213079092,0.23790928443015558,0.2979328499425389,0.39447909202182296,0.6291978790076989
intra_slab,north,735,84.5141983032,13.494973182709998,17.26084461215,21.538455200200005,30.91561717985,55.33327846525992,0.16233467034197652,0.20452851461671245,0.2582230140946491,0.36783119352477534,0.6601170964342061
slab_deep,south,292,66.2485122681,-9.869160080159997,0.5197420881749935,11.5427131653,27.221938323825,44.339843292015,-0.15511897023123744,0.00769482552917707,0.1706210380159836,0.4170764619255939,0.7048780776852327
slab_deep,centre,3263,74.0829162598,-0.5133097381400065,11.099327087399999,19.7714492188,29.77817938845,49.26203269369998,-0.007148448923996239,0.14939092633967577,0.26124959137331416,0.38982234822899897,0.6407391063286463
slab_deep,north,8201,85.0628967285,0.856269531200013,16.44711914060001,26.847404479999994,38.87542114259999,59.710296631000006,0.01045564095564342,0.19498248862005535,0.3170672298028466,0.4590875038529401,0.7075150649944764
intra_slab,all,2832,75.43956756595,13.693983602523502,17.46548223495,21.6137966156,29.192059364325,48.194326534275,0.17680216817948344,0.2321715189540285,0.29183059315604176,0.3884888211397977,0.629757960157042
slab_deep,all,11756,84.1701583862,-0.3127320864999916,14.239322662374999,24.317328643799996,36.36602401749999,57.449263000524994,-0.003898755233043308,0.17663232465350592,0.2980686291734329,0.44123865490065783,0.6962166771038654
