lon,lat,rate_total,depth_mean,min_mag,max_mag,mfd_type,magnitude_scaling_relationship,rupture_aspect_ratio,upper_seismogenic_depth,lower_seismogenic_depth
-70.05754,-17.88734,0.002316675895448445,21.318,4.55,5.949999999999995,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.96304,-17.88734,0.002316675895448445,21.318,4.55,5.949999999999995,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.86854,-17.88734,0.002316675895448445,21.318,4.55,5.949999999999995,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.77404,-17.88734,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.67953,-17.88734,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.58503,-17.88734,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.49053,-17.88734,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-71.18894,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-71.0944,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.99985,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.9053,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.81075,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.7162,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.62165,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.52711,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.43256,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.33801,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.24346,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.14891,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.05437,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.95982,-17.97728,0.002316675895448445,21.318,4.55,5.949999999999995,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.86527,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.77072,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.67617,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.58163,-17.97728,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-71.09174,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.99714,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.90255,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.80795,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.71335,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.61876,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.52416,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.42956,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.33497,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.24037,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.14578,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.05118,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.95658,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.86199,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.76739,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.67279,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.5782,-18.06721,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.89978,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.80513,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.71049,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.61584,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.5212,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.42655,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.33191,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.23726,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.14262,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.04797,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.95333,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.85868,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.76404,-18.15714,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.8023,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.7076,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.61291,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.51822,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.42352,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.32883,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.23414,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.13944,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.04475,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.95005,-18.24707,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.60996,-18.337,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.51522,-18.337,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.42048,-18.337,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.32573,-18.337,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.23099,-18.337,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.13625,-18.337,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.5122,-18.42694,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.41741,-18.42694,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.32262,-18.42694,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.99114,-17.07795,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.89706,-17.07795,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.80298,-17.07795,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.7089,-17.07795,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.17635,-17.16789,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.08222,-17.16789,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.9881,-17.16789,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.89397,-17.16789,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.79984,-17.16789,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.70572,-17.16789,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.61159,-17.16789,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.51747,-17.16789,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.36172,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.26754,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.17337,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.0792,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.98503,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.89086,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.79668,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.70251,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.60834,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.51417,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.42,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-69.32583,-17.25782,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.54725,-17.34775,0.002316675895448445,21.318,4.55,5.949999999999995,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.45303,-17.34775,0.002316675895448445,21.318,4.55,5.949999999999995,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.35881,-17.34775,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.2646,-17.34775,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.17038,-17.34775,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
-70.07616,-17.34775,0.0023878709719528813,21.318,4.55,8.149999999999988,TruncatedGRMFD,WC1994,1.0,0.0,38.0
