site,domain,level,poe
copiapo,Interface,0.012082680182281997,0.2102035702764988
copiapo,Interface,0.015064738563107317,0.17860991463065148
copiapo,Interface,0.01878278201119368,0.14971847742795946
copiapo,Interface,0.023418454864128246,0.12385413385927678
copiapo,Interface,0.02919823207746202,0.10118862859904766
copiapo,Interface,0.036404483617543226,0.08174028545618058
copiapo,Interface,0.04538926959495454,0.06539009016007186
copiapo,Interface,0.05659154009729356,0.051908885017037394
copiapo,Interface,0.07055858001600415,0.0409849051386118
copiapo,Interface,0.08797274655037983,0.032261490616947414
copiapo,Interface,0.10968480564464235,0.025371767431497577
copiapo,Interface,0.13675549600367723,0.01996207870543003
copiapo,Interface,0.17050735128986647,0.01571370548568666
copiapo,Interface,0.21258931226503822,0.012355405120179058
copiapo,Interface,0.2650572854919946,0.009669472379609943
copiapo,Interface,0.3304745842763549,0.007492743497714401
copiapo,Interface,0.412037158872693,0.005711173666641116
copiapo,Interface,0.513729734053947,0.004251234945841134
copiapo,Interface,0.6405204821167169,0.0030678361258469527
copiapo,Interface,0.7986037420367598,0.0021311809960752725
copiapo,Interface,0.9957026427749722,0.0014159252401441337
copiapo,Interface,1.2414464153405262,0.0008941101608797909
copiapo,Interface,1.547840827123473,0.0005332379211904481
copiapo,Interface,1.92985472148076,0.00029813532397383825
copiapo,Interface,2.4061513178605933,0.00015458742636837998
copiapo,Interface,3.0,7.283677812665701e-05
valparaiso,Interface,0.005,0.3879434710741044
valparaiso,Interface,0.006234021895737255,0.35439275473356247
valparaiso,Interface,0.007772605799306304,0.32058543324470523
valparaiso,Interface,0.009690918947961973,0.2869723290205002
valparaiso,Interface,0.012082680182281997,0.25401659399271015
valparaiso,Interface,0.015064738563107317,0.22218469947576525
valparaiso,Interface,0.01878278201119368,0.1919281475245953
valparaiso,Interface,0.023418454864128246,0.16366223946213723
valparaiso,Interface,0.02919823207746202,0.13774044156074525
valparaiso,Interface,0.036404483617543226,0.11443023823201656
valparaiso,Interface,0.04538926959495454,0.09389283031225204
valparaiso,Interface,0.05659154009729356,0.07616998754441738
valparaiso,Interface,0.07055858001600415,0.061187356635928156
valparaiso,Interface,0.08797274655037983,0.048765215016901495
valparaiso,Interface,0.10968480564464235,0.03864030197262764
valparaiso,Interface,0.13675549600367723,0.030499864742159842
valparaiso,Interface,0.17050735128986647,0.02401352860033512
valparaiso,Interface,0.21258931226503822,0.0188626978173852
valparaiso,Interface,0.2650572854919946,0.014763315804302693
valparaiso,Interface,0.3304745842763549,0.01147900518961251
valparaiso,Interface,0.412037158872693,0.008826881810091437
valparaiso,Interface,0.513729734053947,0.0066747683938592674
valparaiso,Interface,0.6405204821167169,0.004931047032587231
valparaiso,Interface,0.7986037420367598,0.003534672698006034
valparaiso,Interface,0.9957026427749722,0.0024421555851586165
valparaiso,Interface,1.2414464153405262,0.0016159826528746636
valparaiso,Interface,1.547840827123473,0.0010177478892728687
valparaiso,Interface,1.92985472148076,0.0006061776011483744
valparaiso,Interface,2.4061513178605933,0.00033894739841343834
valparaiso,Interface,3.0,0.00017610396593227052
santiago_centro,Interface,0.005,0.28814643710851673
santiago_centro,Interface,0.006234021895737255,0.2500351844727993
santiago_centro,Interface,0.007772605799306304,0.21379930675029757
santiago_centro,Interface,0.009690918947961973,0.18019933670759203
santiago_centro,Interface,0.012082680182281997,0.1498046398162842
santiago_centro,Interface,0.015064738563107317,0.12296409189701082
santiago_centro,Interface,0.01878278201119368,0.0998027551919222
santiago_centro,Interface,0.023418454864128246,0.08024536609649659
santiago_centro,Interface,0.02919823207746202,0.06405525952577591
santiago_centro,Interface,0.036404483617543226,0.05088382132351399
santiago_centro,Interface,0.04538926959495454,0.0403209188953042
santiago_centro,Interface,0.05659154009729356,0.031940979175269606
santiago_centro,Interface,0.07055858001600415,0.02533794857561588
santiago_centro,Interface,0.08797274655037983,0.02014420557767153
santiago_centro,Interface,0.10968480564464235,0.016043145433068277
santiago_centro,Interface,0.13675549600367723,0.012773808259516954
santiago_centro,Interface,0.17050735128986647,0.010130855543538929
santiago_centro,Interface,0.21258931226503822,0.00796189410611987
santiago_centro,Interface,0.2650572854919946,0.006161647154949606
santiago_centro,Interface,0.3304745842763549,0.004663213100284338
santiago_centro,Interface,0.412037158872693,0.003426957398187369
santiago_centro,Interface,0.513729734053947,0.002428784796502441
santiago_centro,Interface,0.6405204821167169,0.0016494664689525964
santiago_centro,Interface,0.7986037420367598,0.001066875500837341
santiago_centro,Interface,0.9957026427749722,0.0006532937637530267
santiago_centro,Interface,1.2414464153405262,0.00037623953656293455
santiago_centro,Interface,1.547840827123473,0.00020197517296765
santiago_centro,Interface,1.92985472148076,9.956085283192807e-05
